Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2016,2016 Annual,Diabetes - Rural,Ohio,,14.6,,16.1,13.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Diabetes - Some College,Ohio,39,12.7,0.57,14.4,11,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Diabetes - Suburban,Ohio,37,14.9,0.27,17.1,12.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Diabetes - Urban,Ohio,39,15.9,0.72,17.5,14.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Diabetes - White,Ohio,37,10.8,0.48,11.6,10,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Disparity in Health Status,Ohio,26,27.7,-0.42,,,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Drug Deaths,Ohio,45,21.1,1.39,21.6,20.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2012-2014
2016,2016 Annual,Drug Deaths - American Indian/Alaska Native,Ohio,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2012-2014
2016,2016 Annual,Drug Deaths - Asian/Pacific Islander,Ohio,,2.6,,4.1,1.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2012-2014
2016,2016 Annual,Drug Deaths - Black/African American,Ohio,,16.3,,17.5,15.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2012-2014
2016,2016 Annual,Drug Deaths - Female,Ohio,,14.9,,15.4,14.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2012-2014
2016,2016 Annual,Drug Deaths - Hispanic/Latino,Ohio,,10,,12,8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2012-2014
2016,2016 Annual,Drug Deaths - Male,Ohio,,27.4,,28.2,26.6,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2012-2014
2016,2016 Annual,Drug Deaths - White,Ohio,,22.6,,23.2,22.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2012-2014
2016,2016 Annual,Excessive Drinking,Ohio,37,19.2,0.51,20.6,17.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Excessive Drinking - $25-$49,999",Ohio,22,16,-0.12,18.7,13.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Excessive Drinking - $50-$74,999",Ohio,39,21.3,0.7,24.9,17.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Excessive Drinking - $75,000 or More",Ohio,37,22.7,0.31,25.3,20.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Ages 18-44,Ohio,41,27.8,0.84,30.5,25.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Ages 45-64,Ohio,38,16.5,0.47,18.3,14.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Ages 65+,Ohio,17,6,-0.4,7.1,4.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - American Indian/Alaskan Native,Ohio,,20.4,,37.9,3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Asian,Ohio,,12,,20.2,3.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Black,Ohio,,15.2,,19.5,11,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - College Grad,Ohio,40,20,0.64,22.3,17.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Female,Ohio,32,13.9,0.32,15.6,12.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - High School Grad,Ohio,20,16.2,-0.1,18.3,14.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Hispanic,Ohio,,19.8,,29.1,10.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Excessive Drinking - Less Than $25,000",Ohio,31,14.2,0.5,17,11.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Less than High School,Ohio,11,11.5,-0.62,15.5,7.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Male,Ohio,40,25,0.68,27.2,22.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Rural,Ohio,,11,,12.6,9.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Some College,Ohio,38,18.1,0.49,20.6,15.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Suburban,Ohio,24,13,0.08,15.8,10.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - Urban,Ohio,28,12.9,0.11,14.6,11.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking - White,Ohio,35,19.9,0.36,21.4,18.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Excessive Drinking Rate of Change,Ohio,,-0.43,,,,"CDC, Behavioral Risk Factor Surveillance System",2011-2015
2016,2016 Annual,Excessive Drinking Rate of Change-College Graduate,Ohio,,0.22,,,,"CDC, Behavioral Risk Factor Surveillance System",2011-2015
2016,2016 Annual,Excessive Drinking Rate of Change-High School Grad,Ohio,,-0.74,,,,"CDC, Behavioral Risk Factor Surveillance System",2011-2015
2016,2016 Annual,Excessive Drinking Rate of Change-Less than High S,Ohio,,-1.36,,,,"CDC, Behavioral Risk Factor Surveillance System",2011-2015
2016,2016 Annual,Excessive Drinking Rate of Change-Some College,Ohio,,-0.35,,,,"CDC, Behavioral Risk Factor Surveillance System",2011-2015
2016,2016 Annual,Frequent Mental Distress,Ohio,36,12,0.45,13.1,11,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Frequent Mental Distress - $25-$49,999",Ohio,24,11,0.06,13.1,8.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Frequent Mental Distress - $50-$74,999",Ohio,38,9.3,0.26,11.8,6.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Frequent Mental Distress - $75,000 or More",Ohio,11,5,-0.75,6.3,3.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Ages 18-44,Ohio,34,13.6,0.66,15.5,11.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Ages 45-64,Ohio,36,13.1,0.28,14.7,11.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Ages 65+,Ohio,22,7,-0.29,8.1,5.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - American Indian/Alaskan Native,Ohio,0,19,0,35.7,2.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Asian,Ohio,0,2.2,0,5.5,-1.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Black,Ohio,0,11.8,0,15.3,8.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - College Grad,Ohio,42,7.5,0.92,8.8,6.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Female,Ohio,38,14.3,0.63,15.8,12.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Hawaiian/Pacific Islander,Ohio,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - High School Grad,Ohio,23,12.3,-0.1,14,10.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Hispanic,Ohio,0,22,0,31.8,12.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Frequent Mental Distress - Less than $25,000",Ohio,36,22.6,0.83,25.6,19.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Less than High School,Ohio,42,21.7,1.19,26.7,16.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Male,Ohio,26,9.7,-0.06,11.1,8.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Rural,Ohio,0,10.9,0,12.5,9.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Some College,Ohio,22,11.5,-0.27,13.3,9.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Suburban,Ohio,38,10.9,0.22,13.2,8.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - Urban,Ohio,42,11.6,0.85,13.3,9.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Mental Distress - White,Ohio,32,11.7,0.27,12.8,10.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress,Ohio,27,12.1,0.33,13,11.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Frequent Physical Distress - $25-$49,999",Ohio,19,12.2,-0.34,14.1,10.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Frequent Physical Distress - $50-$74,999",Ohio,28,9.4,0.15,11.9,7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Frequent Physical Distress - $75,000 or More",Ohio,25,5.8,0,7,4.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Ages 18-44,Ohio,16,6.5,-0.57,7.9,5.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Ages 45-64,Ohio,32,16.1,0.12,17.7,14.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Ages 65+,Ohio,33,17.1,0.04,18.7,15.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - American Indian/Alaskan Native,Ohio,0,30,0,52.4,7.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Asian,Ohio,0,5.3,0,10.6,0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Black,Ohio,0,10.9,0,14.2,7.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - College Grad,Ohio,17,6.2,-0.28,7.2,5.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Female,Ohio,28,13,-0.09,14.3,11.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Hawaiian/Pacific Islander,Ohio,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - High School Grad,Ohio,28,15,0,16.7,13.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Hispanic,Ohio,0,12,0,20.5,3.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Frequent Physical Distress - Less than $25,000",Ohio,18,22.6,-0.3,25.3,19.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Less than High School,Ohio,22,22.5,0.02,27,17.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Male,Ohio,30,11.1,0.14,12.3,9.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Rural,Ohio,0,14.5,0,16.2,12.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Some College,Ohio,21,12.7,-0.18,14.4,11,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Suburban,Ohio,28,13.5,-0.1,15.7,11.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - Urban,Ohio,42,15.7,1,17.5,14,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Frequent Physical Distress - White,Ohio,30,12.3,0.04,13.3,11.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Fruits,Ohio,12,1.26,-0.33,1.3,1.23,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack,Ohio,37,4.9,0.75,5.4,4.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Heart Attack - $25-$49,999",Ohio,40,6.2,0.95,7.5,4.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Heart Attack - $50-$74,999",Ohio,21,3.3,-0.29,4.4,2.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Heart Attack - $75,000 or More",Ohio,29,2.4,0.37,3.1,1.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Ages 18-44,Ohio,27,0.8,0,1.3,0.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Ages 45-64,Ohio,36,5.5,0.43,6.6,4.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Ages 65+,Ohio,35,12.5,0.57,14,11,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - American Indian/Alaskan Native,Ohio,,16.7,,31.9,1.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Asian,Ohio,,0.9,,2.4,-0.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Black,Ohio,,5.5,,8,2.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - College Grad,Ohio,19,2.5,0,3.1,1.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Female,Ohio,31,3.3,0.28,3.8,2.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - High School Grad,Ohio,43,6.7,0.73,7.8,5.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Hispanic,Ohio,,1.3,,2.7,-0.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Heart Attack - Less Than $25,000",Ohio,40,9.6,0.94,11.5,7.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Less than High School,Ohio,27,9.3,0.35,12,6.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Male,Ohio,40,6.6,0.88,7.6,5.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Rural,Ohio,,7.5,,8.6,6.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Some College,Ohio,40,5.3,0.8,6.4,4.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Suburban,Ohio,37,6.7,0.53,8.2,5.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - Urban,Ohio,36,6.3,0.81,7.3,5.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Attack - White,Ohio,30,5,0.19,5.6,4.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease,Ohio,30,4.2,0.32,4.6,3.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Heart Disease - $25-$49,999",Ohio,33,5.7,0.27,6.9,4.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Heart Disease - $50-$74,999",Ohio,12,3.3,-0.44,4.3,2.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Heart Disease - $75,000 or More",Ohio,10,2.3,-0.71,3,1.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Ages 18-44,Ohio,15,0.5,-0.34,0.9,0.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Ages 45-64,Ohio,31,4.6,0.15,5.5,3.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Ages 65+,Ohio,19,11.2,-0.22,12.5,10,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - American Indian/Alaskan Native,Ohio,,6.7,,14.4,-1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Asian,Ohio,,,,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Black,Ohio,,4.4,,6.5,2.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - College Grad,Ohio,10,2.6,-0.54,3.2,2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Female,Ohio,30,3.4,0.11,4,2.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - High School Grad,Ohio,32,5.6,0.26,6.6,4.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Hispanic,Ohio,,1.3,,2.7,0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"Heart Disease - Less Than $25,000",Ohio,27,7.3,0.39,8.9,5.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Less than High School,Ohio,18,6.2,-0.08,8.1,4.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Male,Ohio,26,5,0.17,5.7,4.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Rural,Ohio,,6.7,,7.7,5.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Some College,Ohio,34,5.1,0.51,6.3,3.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Suburban,Ohio,37,6.8,0.49,8.2,5.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - Urban,Ohio,21,5.5,0,6.4,4.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,Heart Disease - White,Ohio,20,4.3,-0.39,4.8,3.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure,Ohio,38,34.3,0.81,35.6,32.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"High Blood Pressure - $25-$49,999",Ohio,30,39.6,0.42,42.6,36.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"High Blood Pressure - $50-$74,999",Ohio,39,35.8,0.55,39.5,32.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"High Blood Pressure - $75,000 or More",Ohio,29,28.4,0.15,31,25.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Ages 18-44,Ohio,37,15.2,0.6,17.1,13.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Ages 45-64,Ohio,36,41.9,0.31,44.1,39.7,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Ages 65+,Ohio,34,62,0.09,64.2,59.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - American Indian/Alaskan Native,Ohio,0,41.7,0,69.8,13.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Asian,Ohio,0,11.9,0,19.9,3.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Black,Ohio,0,40.3,0,45.4,35.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - College Grad,Ohio,27,28.1,0.25,30.2,26,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Female,Ohio,32,31.1,0.19,32.7,29.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Hawaiian/Pacific Islander,Ohio,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - High School Grad,Ohio,36,42.8,0.46,45.2,40.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Hispanic,Ohio,0,19,0,27.3,10.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"High Blood Pressure - Less than $25,000",Ohio,37,46.7,0.7,50.1,43.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Less than High School,Ohio,29,47.1,0.55,52.8,41.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Male,Ohio,40,37.8,1.06,39.9,35.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Rural,Ohio,0,41.9,0,44.3,39.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Some College,Ohio,35,37.3,0.38,39.9,34.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Suburban,Ohio,28,39.6,-0.09,42.7,36.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - Urban,Ohio,33,43.5,0.59,45.8,41.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Blood Pressure - White,Ohio,35,34.5,0.27,35.9,33,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Cholesterol,Ohio,28,36.7,0.17,38.1,35.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status,Ohio,23,51.9,0.02,53.5,50.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"High Health Status - $25-$49,999",Ohio,16,47.6,0.71,50.8,44.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"High Health Status - $50-$74,999",Ohio,27,57.3,0.16,61.2,53.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"High Health Status - $75,000 or More",Ohio,21,69.9,0.42,72.6,67.2,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Ages 18-44,Ohio,20,60.8,0.78,63.6,58.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Ages 45-64,Ohio,28,47.3,0.02,49.4,45.1,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Ages 65+,Ohio,30,41,-0.04,43.2,38.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - American Indian/Alaskan Native,Ohio,,44,,77.6,10.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Asian,Ohio,,52.8,,68.3,37.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Black,Ohio,,41.6,,46.9,36.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - College Grad,Ohio,22,69,0.39,71.3,66.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Female,Ohio,23,51.8,0.28,53.9,49.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - High School Grad,Ohio,23,42.8,0.32,45.3,40.3,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Hispanic,Ohio,,57.3,,68.3,46.4,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,"High Health Status - Less than $25,000",Ohio,22,30.3,0.54,33.6,27,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Less than High School,Ohio,11,29.2,1.47,34.8,23.6,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Male,Ohio,27,52.1,0.16,54.3,49.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Rural,Ohio,,45.5,,48,42.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Some College,Ohio,30,50.4,-0.18,53.3,47.5,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Suburban,Ohio,22,51.2,0.29,54.5,47.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - Urban,Ohio,31,48.2,-0.15,50.6,45.8,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High Health Status - White,Ohio,39,53.5,-0.35,55.1,51.9,"CDC, Behavioral Risk Factor Surveillance System",2015
2016,2016 Annual,High School Graduation,Ohio,34,80.7,-0.48,,,"U.S. Department of Education, National Center for Education Statistics",2014-2015
2016,2016 Annual,High School Graduation - American Indian/Alaska Native,Ohio,,75,,,,"U.S. Department of Education, National Center for Education Statistics",2014-2015
2016,2016 Annual,High School Graduation - Asian/Pacific Islander,Ohio,,86,,,,"U.S. Department of Education, National Center for Education Statistics",2014-2015
2016,2016 Annual,High School Graduation - Black,Ohio,,59.7,,,,"U.S. Department of Education, National Center for Education Statistics",2014-2015
2016,2016 Annual,High School Graduation - Hispanic,Ohio,,69.9,,,,"U.S. Department of Education, National Center for Education Statistics",2014-2015
2016,2016 Annual,High School Graduation - White,Ohio,,85.7,,,,"U.S. Department of Education, National Center for Education Statistics",2014-2015
2016,2016 Annual,Immunization HPV Females,Ohio,33,37.8,-0.47,47.2,28.4,"CDC, National Immunization Survey-Teen",2015
2016,2016 Annual,Immunization HPV Females - Above Poverty,Ohio,,40.9,,52.5,30.2,"CDC, National Immunization Survey-Teen",2015
2016,2016 Annual,Immunization HPV Females - Below Poverty,Ohio,,30.1,,49,16.2,"CDC, National Immunization Survey-Teen",2015
2016,2016 Annual,Immunization HPV Females - Black,Ohio,,,,,,"CDC, National Immunization Survey-Teen",2015
2016,2016 Annual,Immunization HPV Females - Hispanic,Ohio,,,,,,"CDC, National Immunization Survey-Teen",2015
2016,2016 Annual,Immunization HPV Females - White,Ohio,,37.7,,48.7,27.9,"CDC, National Immunization Survey-Teen",2015
