Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Annual,Diabetes - Rural,Ohio,,13.8,,15.4,12.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Diabetes - Some College,Ohio,45,13.9,1.36,15.7,12.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Diabetes - Suburban,Ohio,,13.7,,15.5,11.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Diabetes - Urban,Ohio,42,15.4,0.6,17.3,13.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Diabetes - White,Ohio,41,11.1,0.73,11.9,10.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Disparity in Health Status,Ohio,12,25.3,-1.309,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Drug Deaths,Ohio,43,18.9,1.07,19.4,18.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Drug Deaths - American Indian/Alaska Native,Ohio,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Drug Deaths - Asian/Pacific Islander,Ohio,,,,3.6,1.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Drug Deaths - Black/African American,Ohio,,14.7,,15.8,13.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Drug Deaths - Female,Ohio,,13.9,,14.4,13.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Drug Deaths - Hispanic/Latino,Ohio,,9.2,,11.3,7.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Drug Deaths - Male,Ohio,,24.1,,24.8,23.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Drug Deaths - White,Ohio,,20.3,,20.8,19.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2011-2013
2015,2015 Annual,Excessive Drinking,Ohio,37,19.1,0.49,20.4,17.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Excessive Drinking - $25-$49,999",Ohio,37,17.7,0.64,20.5,15,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Excessive Drinking - $50-$74,999",Ohio,34,19.8,0.45,23.4,16.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Excessive Drinking - $75,000 or More",Ohio,38,23,0.67,25.6,20.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Ages 18-44,Ohio,40,28.1,1.01,30.6,25.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Ages 45-64,Ohio,29,15.6,0.28,17.2,14,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Ages 65+,Ohio,17,5.7,-0.49,6.9,4.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - American Indian/Alaskan Native,Ohio,,26.1,,56.9,-4.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Asian,Ohio,,16.8,,29.2,4.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Black,Ohio,,15.4,,19.7,11.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - College Grad,Ohio,39,19.7,0.8,21.8,17.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Female,Ohio,31,13.9,0.41,15.4,12.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - High School Grad,Ohio,24,16.4,0.2,18.5,14.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Hispanic,Ohio,,15.3,,22,8.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Excessive Drinking - Less Than $25,000",Ohio,24,13.1,-0.04,15.6,10.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Less than High School,Ohio,20,13.2,-0.17,17.8,8.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Male,Ohio,38,24.8,0.7,26.9,22.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Rural,Ohio,,13,,15,11,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Some College,Ohio,39,18.9,0.68,21.4,16.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Suburban,Ohio,,15.1,,17.3,12.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - Urban,Ohio,13,11.2,-0.4,13.1,9.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Excessive Drinking - White,Ohio,35,20,0.48,21.5,18.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine,Ohio,34,38.1,-0.57,39.5,36.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Flu Vaccine - $25-$49,999",Ohio,45,35.5,-0.86,38.3,32.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Flu Vaccine - $50-$74,999",Ohio,37,38.4,-0.4,42.3,34.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Flu Vaccine - $75,000 or More",Ohio,36,43.6,-0.26,46.5,40.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - 18-44,Ohio,37,28.2,-0.25,30.6,25.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - 45-64,Ohio,31,40.1,0.02,42.2,38,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - 65+,Ohio,44,55.7,-0.83,58.1,53.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - American Indian,Ohio,,56,,80.5,31.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Asian,Ohio,,47.7,,60.6,34.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Black,Ohio,,32.7,,37.8,27.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - College Grad,Ohio,25,48.9,0.33,51.3,46.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Female,Ohio,37,41.1,-0.26,43,39.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Hawaiian PI,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - High School Grad,Ohio,41,34.1,-0.67,36.4,31.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Hispanic,Ohio,,40.2,,50.9,29.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Flu Vaccine - Less Than $25,000",Ohio,24,38.5,0.49,41.5,35.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Less Than HS,Ohio,36,33.3,-0.29,38.3,28.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Male,Ohio,34,34.7,-0.14,36.8,32.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Rural,Ohio,,37.4,,40.1,34.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Some College,Ohio,28,39.9,-0.02,42.8,37,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Suburban,Ohio,,45.2,,48,42.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - Urban,Ohio,39,42.8,-0.44,45.7,39.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Flu Vaccine - White,Ohio,40,38.7,-0.83,40.3,37.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress,Ohio,40,12.7,0.87,13.8,11.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Frequent Mental Distress - $25-$49,999",Ohio,18,9.9,-0.53,11.9,7.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Frequent Mental Distress - $50-$74,999",Ohio,22,7.4,-0.34,9.3,5.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Frequent Mental Distress - $75,000 or More",Ohio,41,6.3,0.57,8.1,4.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Ages 18-44,Ohio,46,15.4,1.45,17.4,13.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Ages 45-64,Ohio,30,12.5,0,13.9,11,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Ages 65+,Ohio,33,7.4,0,8.6,6.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - American Indian/Alaskan Native,Ohio,0,14.3,0,30.8,-2.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Asian,Ohio,0,7.4,0,13.7,1.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Black,Ohio,0,15.9,0,20,11.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - College Grad,Ohio,39,7.1,0.59,8.5,5.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Female,Ohio,39,14.9,0.77,16.5,13.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Hawaiian/Pacific Islander,Ohio,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - High School Grad,Ohio,28,12.3,0.05,14.1,10.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Hispanic,Ohio,0,17,0,24.5,9.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Frequent Mental Distress - Less than $25,000",Ohio,47,25.3,1.58,28.1,22.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Less than High School,Ohio,46,24.8,1.53,29.7,19.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Male,Ohio,33,10.3,0.44,11.9,8.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Rural,Ohio,0,12,0,14.1,9.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Some College,Ohio,30,12.2,0.15,14.2,10.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Suburban,Ohio,0,9.6,0,11.4,7.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - Urban,Ohio,43,12.9,0.89,15.2,10.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Mental Distress - White,Ohio,39,12.1,0.39,13.3,11,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress,Ohio,34,12.6,0.48,13.5,11.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Frequent Physical Distress - $25-$49,999",Ohio,25,11.9,-0.38,13.9,10,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Frequent Physical Distress - $50-$74,999",Ohio,32,8.7,0.24,11,6.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Frequent Physical Distress - $75,000 or More",Ohio,11,4.7,-0.86,6.1,3.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Ages 18-44,Ohio,34,8,0.3,9.5,6.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Ages 45-64,Ohio,30,15.7,0.06,17.2,14.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Ages 65+,Ohio,36,17.5,0.26,19.3,15.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - American Indian/Alaskan Native,Ohio,0,21.5,0,47.7,-4.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Asian,Ohio,0,2.3,0,4.5,0.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Black,Ohio,0,13.9,0,17.3,10.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - College Grad,Ohio,12,5.7,-0.7,6.7,4.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Female,Ohio,37,14.1,0.45,15.4,12.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Hawaiian/Pacific Islander,Ohio,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - High School Grad,Ohio,41,17,0.91,18.8,15.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Hispanic,Ohio,0,12.9,0,19.6,6.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Frequent Physical Distress - Less than $25,000",Ohio,43,27.8,1.14,30.6,25,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Less than High School,Ohio,39,26.8,0.72,31.6,22,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Male,Ohio,26,11,0.05,12.3,9.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Rural,Ohio,0,15.2,0,17.4,13,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Some College,Ohio,26,12.7,-0.14,14.6,10.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Suburban,Ohio,0,13,0,14.8,11.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - Urban,Ohio,47,17.1,1.34,19.4,14.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Frequent Physical Distress - White,Ohio,32,12.4,0.21,13.4,11.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Fruits,Ohio,37,1.27,-0.75,1.3,1.24,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,"HC Coverage - $25-$49,999",Ohio,14,89.4,0.96,91.8,87.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"HC Coverage - $50-$74,999",Ohio,18,95.3,0.87,97.4,93.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"HC Coverage - $75,000 or More",Ohio,16,97.6,0.54,98.7,96.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - 18-44,Ohio,12,85.4,1.14,87.5,83.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - 45-64,Ohio,21,90.3,0.57,91.7,88.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - 65+,Ohio,35,98.4,0,99.1,97.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - American Indian,Ohio,,73.7,,95.4,52.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Asian,Ohio,,86.5,,97.4,75.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Black,Ohio,,83.3,,87.9,78.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - College Grad,Ohio,8,96.8,0.97,97.8,95.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Female,Ohio,14,92.1,1.11,93.2,91,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Hawaiian PI,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - High School Grad,Ohio,15,88.8,0.91,90.7,86.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Hispanic,Ohio,,84,,91.1,76.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"HC Coverage - Less than $25,000",Ohio,15,81,0.99,83.9,78.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Less Than HS,Ohio,16,79,1.15,84.2,73.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Male,Ohio,17,87.3,0.77,89.1,85.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Rural,Ohio,,92.4,,94,90.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Some College,Ohio,23,90.4,0.34,92.3,88.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Suburban,Ohio,,94.7,,96.1,93.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - Urban,Ohio,17,93.8,1,95.4,92.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,HC Coverage - White,Ohio,23,91.2,0.07,92.2,90.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Health Care Coverage,Ohio,16,89.8,0.56,90.9,88.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack,Ohio,42,5.4,1.03,5.9,4.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Heart Attack - $25-$49,999",Ohio,40,6.3,0.87,7.6,5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Heart Attack - $50-$74,999",Ohio,21,3.6,-0.25,4.9,2.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Heart Attack - $75,000 or More",Ohio,12,2,-0.56,2.7,1.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Ages 18-44,Ohio,21,0.8,0,1.1,0.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Ages 45-64,Ohio,40,6.4,0.96,7.6,5.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Ages 65+,Ohio,39,13.6,0.88,15.2,12,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - American Indian/Alaskan Native,Ohio,,7.9,,14.7,1.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Asian,Ohio,,0.1,,0.2,-0.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Black,Ohio,,5.1,,6.9,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - College Grad,Ohio,21,2.7,-0.13,3.3,2.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Female,Ohio,38,3.8,0.61,4.4,3.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - High School Grad,Ohio,45,7.7,1.53,8.9,6.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Hispanic,Ohio,,6.4,,11.5,1.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Heart Attack - Less Than $25,000",Ohio,48,11.1,2,12.9,9.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Less than High School,Ohio,46,13,1.74,16.1,9.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Male,Ohio,43,7.1,1.28,8.1,6.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Rural,Ohio,,8.9,,10.8,7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Some College,Ohio,24,4.6,-0.12,5.7,3.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Suburban,Ohio,,7,,8.3,5.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - Urban,Ohio,31,6,0.42,7.1,4.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Attack - White,Ohio,39,5.5,0.5,6.1,4.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease,Ohio,35,4.8,0.6,5.3,4.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Heart Disease - $25-$49,999",Ohio,39,6.4,0.8,7.8,5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Heart Disease - $50-$74,999",Ohio,20,3.7,-0.4,4.9,2.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Heart Disease - $75,000 or More",Ohio,20,2.7,-0.26,3.3,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Ages 18-44,Ohio,10,0.4,-0.79,0.6,0.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Ages 45-64,Ohio,32,5,0.15,5.9,4.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Ages 65+,Ohio,43,14.5,1.07,16.1,12.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - American Indian/Alaskan Native,Ohio,,3.7,,7,0.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Asian,Ohio,,,,0.1,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Black,Ohio,,4,,5.7,2.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - College Grad,Ohio,29,3.5,0.14,4.1,2.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Female,Ohio,41,4.3,0.81,4.9,3.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Hawaiian/Pacific Islander,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - High School Grad,Ohio,42,6.8,0.99,7.9,5.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Hispanic,Ohio,,1.7,,3.4,0,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Heart Disease - Less Than $25,000",Ohio,43,8.8,1.06,10.3,7.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Less than High School,Ohio,24,7.3,0.23,9.4,5.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Male,Ohio,30,5.5,0.28,6.2,4.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Rural,Ohio,,7.6,,9.2,6.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Some College,Ohio,36,5.3,0.4,6.4,4.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Suburban,Ohio,,6.3,,7.4,5.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - Urban,Ohio,45,6.9,1.06,8.3,5.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Heart Disease - White,Ohio,32,5.2,0.09,5.8,4.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,High Blood Pressure,Ohio,33,33.5,0.54,34.7,32.3,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,"High Blood Pressure - $25-$49,999",Ohio,35,39.8,0.53,42.4,37.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,"High Blood Pressure - $50-$74,999",Ohio,31,34.8,0.26,38.1,31.5,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,"High Blood Pressure - $75,000 or More",Ohio,9,25.1,-0.85,27.3,22.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Ages 18-44,Ohio,25,13.7,-0.08,15.2,12.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Ages 45-64,Ohio,35,41.7,0.11,43.7,39.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Ages 65+,Ohio,31,63.1,0.03,65.4,60.8,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - American Indian/Alaskan Native,Ohio,0,31.5,0,46.2,16.7,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Asian,Ohio,0,15.4,0,24.6,6.2,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Black,Ohio,0,39.7,0,43.9,35.4,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - College Grad,Ohio,27,28.5,0.23,30.4,26.6,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Female,Ohio,32,31.6,0.13,33.1,30.1,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Hawaiian/Pacific Islander,Ohio,0,,0,0,0,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - High School Grad,Ohio,34,42.8,0.44,45,40.7,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,High Blood Pressure - Hispanic,Ohio,0,19.7,0,26.5,13,"CDC, Behavioral Risk Factor Surveillance System",2013
2015,2015 Annual,"High Blood Pressure - Less than $25,000",Ohio,35,45.8,0.59,48.5,43.2,"CDC, Behavioral Risk Factor Surveillance System",2013
