Month_code,Month,Birthplace_code,Birthplace,Delivery_method_code,Delivery_method,Fetal_presentation_code,Fetal_presentation,Five_min_APGAR_score_code,Five_min_APGAR_score,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,32.11,3364,39.78,3.12,39.44,32.15,9
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,32,4082,40,13,40,24,1
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,30.76,3546.53,39.81,10,39.31,24.42,17
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,30.25,3470.5,39,8.43,39,24.78,8
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,31.86,3260.23,38.82,9.85,38.67,23.03,98
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,31.57,3182.29,37.43,7.14,37.86,23.65,7
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,31.6,3425,40,7.47,39.47,25.43,15
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,32.43,3694.58,39.52,9.54,39.65,26.25,65
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,32.24,3587.36,39.76,9.95,39.8,25.02,66
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,32.55,3113.45,38.65,6.5,38.3,25.84,22
3,March,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,10,10,43,3941,39,6,40,25.8,1
3,March,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,99,Unknown or Not Stated,39,2530,38,8,35,26.6,1
3,March,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,0,0,34,3147,39,0,39,25.4,1
3,March,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,9,9,34,2835,39,12,39,31.5,1
3,March,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,99,Unknown or Not Stated,36,2948,38,11,38,,1
3,March,2,Not in Hospital,3,Primary C-section,1,Cephalic,8,8,27.5,2758,39.5,11.5,37.5,20.1,2
3,March,2,Not in Hospital,3,Primary C-section,1,Cephalic,9,9,33.67,2875.33,38.67,14,38.33,26.73,3
3,March,2,Not in Hospital,3,Primary C-section,1,Cephalic,10,10,26,2948,30,3,39,33.7,1
3,March,2,Not in Hospital,4,Repeat C-section,2,Breech,9,9,31,2900,37,9,38,37.4,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,8,8,27,539,32,6,32,22.1,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,18,3317,40,0,40,,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,25,3317,39,4,40,29,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,31.4,3308.6,37,7.2,39.25,24.02,5
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),3,Other,99,Unknown or Not Stated,33,1425,35,0,35,,2
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,7,7,38,3827,42,3,41,,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,99,Unknown or Not Stated,34.5,3119,39,0,39,23.9,2
3,March,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,9,9,19,3771,40,7,40,25.2,1
3,March,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,10,10,32,3848.25,40.75,7.25,40.5,26.55,4
3,March,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,99,Unknown or Not Stated,30,3560,39.57,2.71,39.57,29.96,7
3,March,2,Not in Hospital,9,Unknown or Not Stated,3,Other,10,10,36,,42,5,42,32.9,1
3,March,2,Not in Hospital,9,Unknown or Not Stated,3,Other,99,Unknown or Not Stated,31.67,3251,39.67,2,39.67,28.03,3
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,7,7,31,3657,40,2,40,,1
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,8,8,23,4082,39,3,40,30.9,1
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,32.5,3744.25,39,10,38.67,22.7,4
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,10,10,28.4,3198,38.75,5.8,39,36.55,5
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,28.87,3315.82,39.5,4,39,28.35,46
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,30,3273.4,38.2,7.8,38.2,29.6,5
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,33.4,3348,40.8,8.2,39.6,22.65,5
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,31,,,,,,2
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,22,2948,39,11,40,37.8,1
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,27.33,3070,39,,39,21.2,3
3,March,3,Unknown or Not Stated,4,Repeat C-section,1,Cephalic,9,9,31,3070,37,7,37,27.5,1
3,March,3,Unknown or Not Stated,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,28,,,,,,1
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,28.77,2149.37,31.28,8.95,30.62,27.28,40
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,1,1,28.11,1328.71,27.11,6.84,26.52,28.81,238
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,27.43,2239.14,32.55,9.48,32.17,27.41,183
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,28.4,2745.11,35.45,9.8,35.32,27.19,188
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,27.71,2885.93,36.97,10.06,36.6,27.85,258
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,27.43,2970.09,37.33,10.73,36.94,27.49,494
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,27.85,3043.5,37.5,10.85,37.24,27,1042
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,28.03,3101.57,37.81,10.98,37.56,26.99,2778
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,28.01,3250.62,38.53,11.23,38.34,26.75,16851
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,28.46,3312.52,38.93,11.38,38.79,26.25,164467
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,28.03,3322.62,38.97,11.44,38.79,26.12,3342
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,28.3,2939.85,37.12,9.8,36.82,25.75,314
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,0,0,29.89,565.12,22.38,3.89,22.5,24.28,9
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,1,1,28.36,566.89,22.54,5.13,22.41,28.61,81
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,2,2,26.92,1184.52,26.56,4.84,26.48,26.99,25
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,3,3,27.44,843.33,23.78,5.86,23.44,24.84,9
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,4,4,29.67,1224,28.33,8.22,27.22,29.18,9
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,5,5,28.25,2063.75,33.5,8.38,33.38,24.63,16
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,6,6,29.91,1864.5,31.73,8.48,31.59,31.45,22
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,29.4,2165.21,34.21,10.15,34.26,29.05,42
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,30.06,2549.21,35.6,9.94,35.76,27.03,80
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,29.61,2973.15,37.72,11.2,37.61,26.07,374
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,28.33,2728,38.17,10.5,38,28.37,6
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,99,Unknown or Not Stated,30.43,659.27,21.08,4.11,21.15,29.82,14
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,0,0,28,325,22,5,22,35.75,2
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,1,1,28.5,1615,26.1,7.75,25.8,30.56,10
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,2,2,26.4,729,24.33,4.25,24,31.32,5
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,3,3,31.5,2538.75,35.75,9,34.5,25.95,4
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,4,4,21.67,2933.67,37.67,7.33,37,27.3,3
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,5,5,26,1775.2,32,8.4,32,29.82,5
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,6,6,26.67,3132.89,37.44,9.44,37,28.21,9
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,7,7,27.41,2466.06,34.35,7.82,34.24,26.42,17
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,28.34,3299.45,38.24,11.38,38.33,26.9,89
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,28.15,3331.81,38.98,11.34,38.85,25.64,748
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,27.79,3295.07,38.57,11.38,38.43,26.35,14
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,26.29,2733,32.57,7.43,32.57,24.61,7
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,1,1,27.17,362.4,21.33,3.33,20.5,29.02,6
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,2,2,27,3339,39,10,39,21.2,1
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,4,4,26,3165,36,12,36,35.4,1
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,6,6,22.33,3983,42,10.5,39.67,26.6,3
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,25.75,2518.5,35,7.33,34.25,21.6,4
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,27.79,3138.76,38.42,10.7,38.24,25.99,33
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,27.92,3279.39,38.84,11.13,38.59,26.46,251
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,29,3325,39.5,,39.5,23.1,2
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,31,1545,29,5,30,25.8,5
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,30,303.33,19.33,3,19.33,31.1,3
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,1,1,30.39,813.36,23.77,6.39,23.16,31.89,31
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,2,2,30.93,2188.73,30.77,8.43,30.69,27.94,14
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,3,3,34.09,2629.73,34.27,10.8,34.27,27.19,11
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,4,4,32.06,2633.88,35.62,9.5,35.44,32.09,16
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,29.76,2567.59,37.53,12,36.47,30.16,17
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,31.69,2859.92,36.64,10.14,36.64,27.34,39
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,31.22,2974.07,37.11,10.3,36.79,28.35,96
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,30.85,3254.66,38.21,10.77,38.06,27.7,512
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,30.92,3324.18,38.81,11.04,38.7,26.85,5160
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,31.23,3304.48,38.38,10.92,38.27,26.54,92
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,32.72,3169.89,38.5,10.62,37.83,25.53,18
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,1,1,30.6,408.75,20.2,7,20.2,33.12,5
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,2,2,30.5,602.75,23.25,3.33,23.5,27.98,4
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,3,3,25,2085,33,12,31,22.7,1
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,4,4,34,308,21,3.5,21,30.25,2
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,5,5,35,500,22,6,22,44.1,1
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,6,6,32,2540,42,14,37,20.5,1
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,7,7,28,2160,38,9,38,26.6,1
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,8,8,32.33,1956,32.33,6.67,32,31.12,6
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,9,9,31.77,3087.62,37.77,13.31,37.54,26.55,13
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,99,Unknown or Not Stated,23,1010,21.5,3,22,23.4,2
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,1,1,33.5,442.25,22.25,6,22.75,39.1,4
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,2,2,26,1572.5,29,8,29,30,2
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,5,5,25,3525,37,13,37,32.1,1
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,6,6,31,1230,31,5,30,25.2,1
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,7,7,38,3625,41,11,41,19.5,1
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,8,8,33.25,3819.25,40.25,11.67,39.75,35.67,4
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,9,9,30.09,3240.97,38.86,10.74,38.86,28.06,35
4,April,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,7,7,27,3390,41,16,41,25.9,1
4,April,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,8,8,31,1760,33,7,33,,2
4,April,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,9,9,29.5,3362.88,39.88,12,38.75,27.27,8
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,0,0,29.69,2822.13,35.48,9.52,35.81,26.88,32
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,1,1,27.06,2234.61,33.73,9.39,33.5,28.57,126
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,2,2,28.48,2625.1,35.44,10.77,35.19,28.81,124
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,3,3,27.43,2618.1,35.83,9.68,35.45,29.44,164
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,4,4,27.91,2600.69,35.48,9.62,35.27,29.37,209
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,5,5,29.11,2701.74,36.2,10.47,35.82,28.87,383
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,6,6,29.26,2586.41,35.38,10.65,35.21,28.67,687
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,7,7,28.98,2725.86,36.09,10.78,35.88,29.13,1389
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,8,8,28.96,3010.74,37.48,11.45,37.24,28.95,5853
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,9,9,29.41,3296.08,38.64,11.9,38.51,28.36,34704
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,10,10,28.26,3417.11,38.97,12.31,38.83,29.18,628
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,99,Unknown or Not Stated,28.68,2531.48,35.02,10.74,34.83,28.38,93
4,April,1,In Hospital,3,Primary C-section,2,Breech,0,0,29.25,1072.5,27.62,6.38,27.25,29.66,8
4,April,1,In Hospital,3,Primary C-section,2,Breech,1,1,28.12,1517.35,29.1,6.49,29.04,30.81,48
4,April,1,In Hospital,3,Primary C-section,2,Breech,2,2,26.92,1313.5,28.59,6.74,28.33,29.85,39
4,April,1,In Hospital,3,Primary C-section,2,Breech,3,3,28.75,1534.07,30.12,7.7,29.63,30.16,44
4,April,1,In Hospital,3,Primary C-section,2,Breech,4,4,28.02,1489.43,29.97,9.88,29.94,27.82,63
4,April,1,In Hospital,3,Primary C-section,2,Breech,5,5,29.4,1698.97,30.96,9.3,30.5,29.32,98
4,April,1,In Hospital,3,Primary C-section,2,Breech,6,6,29.67,1840.71,32,8.79,31.45,28.93,203
4,April,1,In Hospital,3,Primary C-section,2,Breech,7,7,30.4,2035.18,32.75,9.1,32.59,29.85,408
4,April,1,In Hospital,3,Primary C-section,2,Breech,8,8,29.68,2470.31,35.05,10.39,34.8,28.08,1342
4,April,1,In Hospital,3,Primary C-section,2,Breech,9,9,30.17,3002.95,37.67,11.7,37.49,27.17,6379
4,April,1,In Hospital,3,Primary C-section,2,Breech,10,10,29.88,3203.63,38.31,11.66,38.13,26.22,121
4,April,1,In Hospital,3,Primary C-section,2,Breech,99,Unknown or Not Stated,29.23,2174.85,33.46,11.4,33,30.67,13
4,April,1,In Hospital,3,Primary C-section,3,Other,1,1,29.33,1939,31.33,6.33,31.33,32,3
4,April,1,In Hospital,3,Primary C-section,3,Other,2,2,26.75,2232.62,32.62,12.57,32,29.2,8
4,April,1,In Hospital,3,Primary C-section,3,Other,3,3,30.2,2119.8,31.4,7,31.6,27.54,5
4,April,1,In Hospital,3,Primary C-section,3,Other,4,4,26.75,1415,29.5,5,30,25.67,4
4,April,1,In Hospital,3,Primary C-section,3,Other,5,5,27.31,2065.38,32.19,8.87,31.44,32.65,16
4,April,1,In Hospital,3,Primary C-section,3,Other,6,6,30.57,2147,32.91,9.19,32.87,27.99,23
4,April,1,In Hospital,3,Primary C-section,3,Other,7,7,31.36,2242.28,33.89,10.41,33.89,29.94,61
4,April,1,In Hospital,3,Primary C-section,3,Other,8,8,29.81,2728.95,36.38,10.97,36.04,28.44,190
4,April,1,In Hospital,3,Primary C-section,3,Other,9,9,30.12,3135.9,38.03,11.54,38,28.1,770
4,April,1,In Hospital,3,Primary C-section,3,Other,10,10,29.2,3232.27,38.4,12.67,38.4,28.19,15
4,April,1,In Hospital,3,Primary C-section,3,Other,99,Unknown or Not Stated,33.25,1650.25,34,9.5,30.75,30.45,4
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,1,1,30.5,833,26,7.5,25.5,26.5,2
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,2,2,29,454,25,3,25,18.9,1
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,3,3,31,1440,28,17,29.5,29.25,2
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,4,4,27,3260,45,10,39,27.4,1
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,5,5,25,2990,40,9,37,40.2,1
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,6,6,35.67,2241.67,34.33,22.33,36.33,33.4,3
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,7,7,34,3036,37,20,36.67,36.33,3
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,8,8,27.92,3156.81,38.81,11.18,38.38,30.04,37
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,9,9,29.37,3253.06,38.76,12,38.39,29.08,157
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,10,10,23.2,3388.6,39,16.4,39,32.44,5
4,April,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,99,Unknown or Not Stated,30,2025,34,10,34,23,1
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,0,0,27.91,2989.18,36.64,11.2,36.18,29.39,11
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,1,1,30.94,2078.45,32.06,8.27,32.53,29.35,47
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,2,2,30.7,2593.48,34.3,11.48,34,29.54,33
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,3,3,31.29,2672.43,35.02,10.26,34.94,32.31,65
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,4,4,30.68,2589.63,35.14,10.2,35.02,30.88,84
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,5,5,30.88,2764.76,35.59,10.82,35.36,30.92,143
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,6,6,30.87,2825.67,36.07,10.28,35.76,31.45,267
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,7,7,31.35,2915.1,36.56,10.76,36.22,30.47,714
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,8,8,30.82,3204.96,37.68,11.16,37.51,29.9,4073
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,9,9,31.13,3353.12,38.51,11.42,38.39,29.04,31152
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,10,10,30.45,3405.95,38.75,11.5,38.65,28.92,750
4,April,1,In Hospital,4,Repeat C-section,1,Cephalic,99,Unknown or Not Stated,29.33,2988.55,37,11,36.59,31.58,39
4,April,1,In Hospital,4,Repeat C-section,2,Breech,0,0,21,2385,32,11,32,23,1
4,April,1,In Hospital,4,Repeat C-section,2,Breech,1,1,30.67,1325.88,30.72,8.65,29.94,28.85,18
4,April,1,In Hospital,4,Repeat C-section,2,Breech,2,2,32.88,1638.71,31.24,7.12,31.41,32.46,17
4,April,1,In Hospital,4,Repeat C-section,2,Breech,3,3,29.22,2301.44,34.56,8.67,33.78,30.4,9
4,April,1,In Hospital,4,Repeat C-section,2,Breech,4,4,31.59,1980.7,32.52,8.62,32.15,31.57,27
4,April,1,In Hospital,4,Repeat C-section,2,Breech,5,5,31.25,1851.5,31.55,7.26,31.5,28.08,20
4,April,1,In Hospital,4,Repeat C-section,2,Breech,6,6,32.91,2127.54,32.86,9,32.44,34.55,57
4,April,1,In Hospital,4,Repeat C-section,2,Breech,7,7,31.98,2234.03,33.52,9.44,33.39,29.58,116
4,April,1,In Hospital,4,Repeat C-section,2,Breech,8,8,31.53,2669,35.74,10.74,35.46,30.17,349
4,April,1,In Hospital,4,Repeat C-section,2,Breech,9,9,32.07,3044.67,37.38,11.45,37.33,29.67,1527
4,April,1,In Hospital,4,Repeat C-section,2,Breech,10,10,31.09,3363.7,38.96,11.96,38.3,29.06,23
4,April,1,In Hospital,4,Repeat C-section,2,Breech,99,Unknown or Not Stated,31,1786.33,34.67,9.33,34.67,28.53,3
4,April,1,In Hospital,4,Repeat C-section,3,Other,1,1,31,3395,39,9,37,28.4,1
4,April,1,In Hospital,4,Repeat C-section,3,Other,2,2,27.5,1662,27.5,7.5,28,21.5,2
4,April,1,In Hospital,4,Repeat C-section,3,Other,4,4,29.33,2319,36,21,35.67,39.33,3
4,April,1,In Hospital,4,Repeat C-section,3,Other,5,5,31.17,2800.83,36.33,11.33,35.17,32.08,6
4,April,1,In Hospital,4,Repeat C-section,3,Other,6,6,28.71,2374,32.14,9.14,33.71,27.29,7
4,April,1,In Hospital,4,Repeat C-section,3,Other,7,7,32.8,2800.7,34.9,11,34.8,32.51,10
4,April,1,In Hospital,4,Repeat C-section,3,Other,8,8,30.74,3133.95,36.93,9.91,36.89,30.93,61
4,April,1,In Hospital,4,Repeat C-section,3,Other,9,9,31.08,3261.44,38.2,10.99,38.03,29.87,390
4,April,1,In Hospital,4,Repeat C-section,3,Other,10,10,32,3381.27,38.27,9,38.18,31.32,11
4,April,1,In Hospital,4,Repeat C-section,3,Other,99,Unknown or Not Stated,28.5,3114.5,36.5,7,36.5,45.8,2
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,1,1,33,1341,30,,30,,1
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,2,2,30,1810,34,,34,19.8,1
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,3,3,25,640,25,,24,,1
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,4,4,23.67,2460.33,33,6,32.33,35.6,3
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,6,6,29.33,2224.33,33.67,1,34.67,23.2,3
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,7,7,29.33,3133.67,36.17,9.2,36,35.84,6
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,8,8,29.87,3075.42,37.13,10.9,36.97,30.06,31
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,9,9,30.12,3358.83,38.66,11.57,38.37,28.27,213
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,10,10,30.5,4039.5,38.5,12,39,33.55,2
4,April,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,99,Unknown or Not Stated,26,2906,38,,38,35.3,1
4,April,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,0,0,19,,,,,,1
4,April,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,1,1,30.5,2091,30.5,2,30,18.45,2
4,April,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,5,5,28.67,3767.67,38.67,15.67,38.33,26.43,3
4,April,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,6,6,24,2120,35.5,5,34,21.15,2
4,April,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,8,8,30.69,2826.23,36.85,8,36.31,23.83,13
4,April,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,27.47,3264.65,38.84,8.55,38.64,26.63,87
4,April,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,31.25,3239.5,37,3.33,37.25,20.9,4
