Month,Birthplace,Delivery,Fetalpresentation,Bin_Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
March,Hospital,Vaginal,Cephalic,1,29,3685.5,12,40,24.05,2
March,Hospital,Vaginal,Cephalic,1,31.25,3660,10.25,39.75,22.65,4
March,Hospital,Vaginal,Cephalic,1,35.5,4005,3,41,27.2,2
March,Hospital,Csection,Cephalic,1,37,2325,10,36,14.5,1
March,Hospital,Csection,Cephalic,1,30,3390,13,40,28.2,1
March,Hospital,Csection,Breech,1,30,4205,8,39,47.3,1
March,Hospital,Csection,Breech,1,35,4530,14,39,33.2,1
March,Other,Vaginal,Cephalic,0,34,2639,3.8,36.17,24.35,6
March,Other,Vaginal,Cephalic,0,28.67,737,0,24.33,,3
March,Other,Vaginal,Cephalic,0,17,397,3,23,24.8,1
March,Other,Vaginal,Cephalic,0,26.33,2978.33,5,34.33,21.95,3
March,Other,Vaginal,Cephalic,1,29,2491.75,4.25,34.33,20.2,4
March,Other,Vaginal,Cephalic,1,26.88,2505.88,3.67,33.75,24.28,8
March,Other,Vaginal,Cephalic,1,27.92,3112.75,6.17,38.42,25.64,12
March,Other,Vaginal,Cephalic,1,28.66,3200.61,8.14,38.47,25.41,44
March,Other,Vaginal,Cephalic,1,28.86,3273.5,8.28,38.67,25.31,190
March,Other,Vaginal,Cephalic,1,27.78,3512.22,7.12,39.25,25.22,165
March,Other,Vaginal,Breech,0,19,460,4,22,23.4,1
March,Other,Vaginal,Breech,1,32,2330,12,37,24,1
March,Other,Vaginal,Other,1,23,3203,10,39,25.4,1
March,Other,Vaginal,Other,1,26,2948,0,27,,1
March,Other,Vaginal,Other,1,19,3629,14,42,22.3,1
March,Other,Vaginal,Cephalic,1,37,3685,15,40,21.4,1
March,Other,Vaginal,Cephalic,1,33,2069,0,34,28.3,1
March,Other,Vaginal,Cephalic,1,30.67,2967.33,6.33,39.67,23.93,3
March,Other,Vaginal,Cephalic,1,32.5,3570.75,11.12,39.62,26.71,8
March,Other,Vaginal,Cephalic,1,28.5,4008.5,9.5,41,25.3,2
March,Other,Vaginal,Breech,1,43,3941,6,40,25.8,1
March,Other,Csection,Cephalic,1,32,3280,3,39,25.1,1
March,Other,Csection,Cephalic,1,34,3730,13,39,34.8,1
March,Other,Csection,Cephalic,1,37,4560,13,41,,1
March,Other,Csection,Breech,1,40,1309,8,30,16.3,1
March,Other,Vaginal,Cephalic,1,25,3388,0,40,,2
April,Hospital,Vaginal,Cephalic,0,28.06,1976.75,7.57,29.76,28.17,127
April,Hospital,Vaginal,Cephalic,0,27.82,1361.06,6.5,26.58,28.66,868
April,Hospital,Vaginal,Cephalic,0,27.52,2200.73,8.95,32.27,27.28,625
April,Hospital,Vaginal,Cephalic,0,27.43,2671.45,9.83,34.95,27.32,633
April,Hospital,Vaginal,Cephalic,0,27.6,2898.11,10.32,36.52,27.33,860
April,Hospital,Vaginal,Cephalic,1,27.44,2975.89,10.7,37.05,27.16,1602
April,Hospital,Vaginal,Cephalic,1,27.72,3037.9,10.85,37.25,26.94,3285
April,Hospital,Vaginal,Cephalic,1,27.88,3099.9,11,37.58,26.85,8706
April,Hospital,Vaginal,Cephalic,1,27.87,3252.04,11.21,38.38,26.51,53399
April,Hospital,Vaginal,Cephalic,1,28.31,3312.92,11.38,38.81,26.06,499992
April,Hospital,Vaginal,Cephalic,1,27.88,3327.44,11.46,38.83,25.95,11083
April,Hospital,Vaginal,Breech,0,27.31,744.56,4.45,22.24,27.95,42
April,Hospital,Vaginal,Breech,0,27.51,516.46,5.02,21.79,28.16,271
April,Hospital,Vaginal,Breech,0,28.2,773.25,4.34,23.51,28.78,89
April,Hospital,Vaginal,Breech,0,27.3,840.26,5.67,24.14,28.41,37
April,Hospital,Vaginal,Breech,0,28.28,1202.52,7.71,27.45,27.48,29
April,Hospital,Vaginal,Breech,1,29.71,1830.02,8.6,31.78,26.17,41
April,Hospital,Vaginal,Breech,1,29.47,1699.8,8.6,30.71,29.2,51
April,Hospital,Vaginal,Breech,1,29.75,2007.9,9.31,32.91,28.31,115
April,Hospital,Vaginal,Breech,1,29.38,2493.21,10.09,35.52,27.05,282
April,Hospital,Vaginal,Breech,1,29.36,2938.6,11.14,37.5,26.15,1144
April,Hospital,Vaginal,Breech,1,29.56,2913.56,10,38.11,28,9
April,Hospital,Vaginal,Other,0,28.78,741.2,3.89,21.89,31.14,9
April,Hospital,Vaginal,Other,0,26.15,901.05,5.9,23.32,28.98,27
April,Hospital,Vaginal,Other,0,25.8,1071,4.88,23.75,30.09,10
April,Hospital,Vaginal,Other,0,27.58,1722.08,7,30.08,26.99,12
April,Hospital,Vaginal,Other,0,28.23,2703.46,9.38,35.08,30.52,13
April,Hospital,Vaginal,Other,1,25.85,2455.08,9.31,35,25.37,13
April,Hospital,Vaginal,Other,1,28.18,2802.76,9.5,36.24,26.39,34
April,Hospital,Vaginal,Other,1,26.43,2929.33,9.3,36.63,26.6,70
April,Hospital,Vaginal,Other,1,27.47,3260.53,11.19,38.25,26.64,393
April,Hospital,Vaginal,Other,1,27.96,3315.2,11.25,38.8,25.83,2920
April,Hospital,Vaginal,Other,1,27.59,3334.8,10.43,38.8,24.93,56
April,Hospital,Vaginal,Cephalic,0,31.22,801.12,3.33,22.56,29.2,9
April,Hospital,Vaginal,Cephalic,0,30.7,1027.43,5.9,24.15,31.2,73
April,Hospital,Vaginal,Cephalic,0,30.52,1459.28,6.27,27.29,29.69,44
April,Hospital,Vaginal,Cephalic,0,31.7,2563.81,8.74,33.52,29.26,33
April,Hospital,Vaginal,Cephalic,0,30.61,2448.61,8.56,33.7,30.19,33
April,Hospital,Vaginal,Cephalic,1,30.56,2656.45,11.13,35.58,28.43,62
April,Hospital,Vaginal,Cephalic,1,29.91,2879.8,9.75,36.03,28.39,115
April,Hospital,Vaginal,Cephalic,1,30.38,2912.63,10.29,36.36,28.22,289
April,Hospital,Vaginal,Cephalic,1,30.64,3230.92,10.62,38.04,27.42,1617
April,Hospital,Vaginal,Cephalic,1,30.69,3324.56,11.05,38.71,26.78,14868
April,Hospital,Vaginal,Cephalic,1,30.38,3325.25,11.31,38.56,26.36,246
April,Hospital,Vaginal,Breech,0,38,380,5,21,43.8,1
April,Hospital,Vaginal,Breech,0,30.39,597.29,3.68,21.77,29.24,23
April,Hospital,Vaginal,Breech,0,31.31,520.67,4.25,22.33,29.47,13
April,Hospital,Vaginal,Breech,0,29.5,1592.5,6,29.5,23.85,2
April,Hospital,Vaginal,Breech,0,31.33,338.67,3.5,21,30.25,3
April,Hospital,Vaginal,Breech,1,29.25,1343,7.5,26,35.73,4
April,Hospital,Vaginal,Breech,1,30.8,1504.8,7,30.2,24.84,5
April,Hospital,Vaginal,Breech,1,26.75,1478.75,3.67,30.25,27.95,4
April,Hospital,Vaginal,Breech,1,33.07,2384.4,9.53,34.93,30.72,15
April,Hospital,Vaginal,Breech,1,32.3,2991.47,10.34,37.72,25.92,47
April,Hospital,Vaginal,Other,0,31.62,397.75,5.88,21.75,32.76,8
April,Hospital,Vaginal,Other,0,26,1572.5,8,29,30,2
April,Hospital,Vaginal,Other,0,27,3180,18,40,25.2,1
April,Hospital,Vaginal,Other,0,30,3232,6,39,,1
April,Hospital,Vaginal,Other,1,31.5,3335,10,38.5,28.55,2
April,Hospital,Vaginal,Other,1,30.33,2678,8,35,29.8,3
April,Hospital,Vaginal,Other,1,28.5,3378.5,9.25,37.25,28.17,4
April,Hospital,Vaginal,Other,1,31.12,3372.76,10.93,38,28.59,17
April,Hospital,Vaginal,Other,1,29.79,3335.12,10.6,38.86,26.94,113
April,Hospital,Vaginal,Other,1,35,3510,11,39,21,1
April,Hospital,Csection,Cephalic,0,29.04,2577.48,9.91,34.99,28.26,102
April,Hospital,Csection,Cephalic,0,27.45,2168.28,9.41,33.16,28.35,400
April,Hospital,Csection,Cephalic,0,28.2,2550.34,10.16,34.9,28.92,408
April,Hospital,Csection,Cephalic,0,28.4,2568.13,10.21,35.15,28.61,528
April,Hospital,Csection,Cephalic,0,28.12,2538.46,9.96,34.94,29.28,688
April,Hospital,Csection,Cephalic,1,28.68,2572.22,10.23,35.34,28.13,1138
April,Hospital,Csection,Cephalic,1,28.84,2599.35,10.47,35.36,28.75,2011
April,Hospital,Csection,Cephalic,1,28.95,2697.47,10.86,35.88,28.85,4307
April,Hospital,Csection,Cephalic,1,28.95,3016.01,11.42,37.3,28.71,17610
April,Hospital,Csection,Cephalic,1,29.24,3296.54,11.89,38.53,28.15,105860
April,Hospital,Csection,Cephalic,1,28.41,3407.79,12.26,38.81,28.72,2073
April,Hospital,Csection,Breech,0,28.88,1637.95,8.96,29.48,31.2,25
April,Hospital,Csection,Breech,0,28.43,1347.35,6.98,28.62,29.36,132
April,Hospital,Csection,Breech,0,28.32,1342.49,7.26,28.6,29.12,133
April,Hospital,Csection,Breech,0,28.42,1542.75,7.65,29.72,29.4,134
April,Hospital,Csection,Breech,0,28.88,1589.06,8.14,30.36,27.7,197
April,Hospital,Csection,Breech,1,28.8,1677.12,8.73,30.54,28.97,309
April,Hospital,Csection,Breech,1,29.19,1761.52,8.71,31.06,28.27,598
April,Hospital,Csection,Breech,1,29.7,1997.95,9.33,32.48,29.01,1191
April,Hospital,Csection,Breech,1,29.77,2511.67,10.61,35.05,28.02,4061
April,Hospital,Csection,Breech,1,30.16,3009.55,11.73,37.5,26.93,19598
April,Hospital,Csection,Breech,1,29.02,3118.56,11.76,37.83,27.23,378
April,Hospital,Csection,Other,0,32.67,3122.33,9.67,36,30.1,3
April,Hospital,Csection,Other,0,27.14,1581.76,7.4,30,28.79,21
April,Hospital,Csection,Other,0,27.96,2184.52,9.14,32.78,31.22,23
April,Hospital,Csection,Other,0,28.12,1955,7.82,31.84,26.54,25
April,Hospital,Csection,Other,0,26.3,2242.48,8.15,33.63,28.35,27
April,Hospital,Csection,Other,1,27.22,2065.07,8.18,32.15,28.77,41
April,Hospital,Csection,Other,1,29.21,2144.27,9.73,33.56,28.54,73
April,Hospital,Csection,Other,1,29.81,2440.68,10.01,34.45,30.01,154
April,Hospital,Csection,Other,1,29.46,2785.86,11.08,36.25,28.44,613
April,Hospital,Csection,Other,1,29.46,3159.77,11.72,38.04,28.12,2734
April,Hospital,Csection,Other,1,28.48,3378.89,12.25,38.59,26.77,64
April,Hospital,Csection,Cephalic,0,30.16,2773.29,10.14,35.74,29.3,31
April,Hospital,Csection,Cephalic,0,31.1,2160.96,8.75,32.95,29.33,120
April,Hospital,Csection,Cephalic,0,30.22,2625.52,10.03,34.54,29.51,112
April,Hospital,Csection,Cephalic,0,30.9,2566.73,10.24,34.59,30.52,184
April,Hospital,Csection,Cephalic,0,30.28,2590.27,10.32,34.87,30.04,252
April,Hospital,Csection,Cephalic,1,30.63,2704.42,10.52,35.22,30.7,390
April,Hospital,Csection,Cephalic,1,30.81,2749.19,10.33,35.45,30.95,728
April,Hospital,Csection,Cephalic,1,30.91,2945.28,10.65,36.28,30.27,1980
April,Hospital,Csection,Cephalic,1,30.7,3210.21,11.07,37.57,29.8,11976
April,Hospital,Csection,Cephalic,1,30.95,3353.44,11.4,38.4,28.84,93849
April,Hospital,Csection,Cephalic,1,30.28,3424.48,11.62,38.63,29.13,2398
April,Hospital,Csection,Breech,0,29.57,1989.14,10.71,31.14,28.86,7
April,Hospital,Csection,Breech,0,29.53,1142.88,8.07,27.95,31.24,43
April,Hospital,Csection,Breech,0,32.03,1634.03,7.65,30.43,31.63,37
April,Hospital,Csection,Breech,0,31.11,1997.05,8.58,31.68,27.9,37
April,Hospital,Csection,Breech,0,30.63,1856.32,8.58,31.18,29.72,57
April,Hospital,Csection,Breech,1,31.6,1851.21,8.78,31.5,31.13,82
April,Hospital,Csection,Breech,1,32.25,1968.25,9.42,32.18,33.25,146
April,Hospital,Csection,Breech,1,31.88,2216.26,9.9,33.19,30.47,328
April,Hospital,Csection,Breech,1,31.51,2617.95,10.71,35.15,30.18,988
April,Hospital,Csection,Breech,1,32.01,3066.89,11.57,37.39,29.29,4695
April,Hospital,Csection,Breech,1,30.71,3299.06,11.61,38.18,27.49,72
April,Hospital,Csection,Other,0,37,411,0,21,,1
April,Hospital,Csection,Other,0,31.75,2218.75,8,33,25.25,4
April,Hospital,Csection,Other,0,32.56,2129,6.38,32.33,29.59,9
April,Hospital,Csection,Other,0,26,2712.33,6.33,34,27.57,3
April,Hospital,Csection,Other,0,28,2276,13.29,34.86,39.79,7
April,Hospital,Csection,Other,1,29.71,2523.52,8.17,34.76,31.62,21
April,Hospital,Csection,Other,1,30.33,2611.81,9.41,35.15,28.21,27
April,Hospital,Csection,Other,1,31.85,2531.68,10.03,34.35,31.83,60
April,Hospital,Csection,Other,1,30,3075.85,10.66,36.93,30.35,236
April,Hospital,Csection,Other,1,30.57,3258.45,11.2,38.02,29.44,1552
April,Hospital,Csection,Other,1,31.77,3361.49,11.93,38.47,29.59,43
April,Hospital,Vaginal,Cephalic,0,24.5,1589.75,2,28.75,20.47,4
April,Hospital,Vaginal,Cephalic,0,24,2347.33,13,35,43.33,3
April,Hospital,Vaginal,Cephalic,1,26.5,3640.75,14,38.75,24.45,4
April,Hospital,Vaginal,Cephalic,1,24,2119,5.12,33.38,22.11,8
April,Hospital,Vaginal,Cephalic,1,29.57,3210.57,8.71,38.33,27.55,7
April,Hospital,Vaginal,Cephalic,1,28.98,2929.53,8.14,37.17,24.31,40
April,Hospital,Vaginal,Cephalic,1,27.93,3296.94,8.62,38.67,26.65,290
April,Hospital,Vaginal,Cephalic,1,27.4,3033.4,5.44,38.7,23.21,10
April,Hospital,Vaginal,Breech,0,25.5,709,0,19,,2
April,Hospital,Vaginal,Breech,0,19,1090,5,27,26.3,1
April,Hospital,Vaginal,Breech,1,32.33,3279.33,0,38.67,25.17,3
April,Hospital,Vaginal,Other,1,24,3062,6,40,18.8,1
April,Hospital,Csection,Cephalic,0,32.5,2392.5,11,37,25.3,2
April,Hospital,Csection,Cephalic,0,28,2235.25,12.67,34.75,30.58,4
April,Hospital,Csection,Cephalic,1,26.8,2097.8,5.8,32.4,27.86,5
April,Hospital,Csection,Cephalic,1,28.67,2610,11.5,38.67,23.5,3
April,Hospital,Csection,Cephalic,1,30.09,3208.27,10.88,38.82,32.43,11
April,Hospital,Csection,Cephalic,1,29.2,3111.29,9.78,38.49,27.19,70
April,Hospital,Csection,Cephalic,1,31,2852.5,8,37.5,26.5,2
April,Hospital,Csection,Breech,0,25,2580,7,37,24.8,1
April,Hospital,Csection,Breech,1,32.33,2008.67,6.5,33.33,23.93,3
April,Hospital,Csection,Breech,1,35,2887.67,3.5,37,18.35,3
April,Hospital,Csection,Breech,1,30.42,3057.25,8.78,38.08,29.92,12
April,Hospital,Csection,Other,1,32,3941,11,39,36.9,1
April,Freestanding_Birth_Center,Vaginal,Cephalic,0,32.6,3158.2,11.8,39.2,25.12,5
April,Freestanding_Birth_Center,Vaginal,Cephalic,0,28,3629,2,38,,1
April,Freestanding_Birth_Center,Vaginal,Cephalic,0,31.33,3830.67,10.33,39.33,22.57,3
April,Freestanding_Birth_Center,Vaginal,Cephalic,0,27.5,3798.5,10.5,39.5,35.15,2
April,Freestanding_Birth_Center,Vaginal,Cephalic,0,31.5,3416,12,40.5,33.45,2
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,27.81,3693.56,10.06,39.12,24.14,16
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.05,3578.6,11.1,40.25,24.88,20
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.69,3679.12,11.95,39.79,25.19,97
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.99,3562.59,11.22,39.65,24.59,397
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.93,3554.71,11.32,39.64,24.27,3012
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.53,3512.41,10.96,39.65,24.23,1122
April,Freestanding_Birth_Center,Vaginal,Breech,1,32,3884,6,41,19,1
April,Freestanding_Birth_Center,Vaginal,Breech,1,28.67,3331,12.33,39,20.43,3
April,Freestanding_Birth_Center,Vaginal,Breech,1,27,3210,12.33,39.33,22.93,3
April,Freestanding_Birth_Center,Vaginal,Breech,1,30,3572.5,12,41,25.7,2
April,Freestanding_Birth_Center,Vaginal,Other,1,27.67,3213,12.67,39,21.17,3
April,Freestanding_Birth_Center,Vaginal,Other,1,31.67,3499,13.33,39,26.03,3
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,30.75,3635.5,12.5,39.5,25.83,4
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,34.29,3953.14,13.29,39.71,27.39,7
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,30.93,3707.4,10.22,39.87,26.1,45
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,31.11,3727.86,11.39,39.75,26.11,28
April,Freestanding_Birth_Center,Csection,Cephalic,1,18,3360,19,39,32.9,1
April,Freestanding_Birth_Center,Csection,Cephalic,1,24.6,4280.4,10.8,39.4,27.94,5
April,Freestanding_Birth_Center,Csection,Cephalic,0,25,3010,14,37,37.4,1
April,Freestanding_Birth_Center,Csection,Cephalic,1,33,3260,12,39,21.5,1
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,35,4139,10,40,,1
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,29,3402,9,39,30.3,1
April,Freestanding_Birth_Center,Vaginal,Cephalic,1,31.5,3345.5,6,39.5,20.75,2
April,Home ,Vaginal,Cephalic,0,28.6,3685.6,2.4,40,20.96,5
April,Home ,Vaginal,Cephalic,0,33.75,3373.5,7.25,39.25,24.35,4
April,Home ,Vaginal,Cephalic,0,30,3629,12.5,39.5,24.6,2
April,Home ,Vaginal,Cephalic,0,34.33,3751.33,10.67,40.33,25.6,3
April,Home ,Vaginal,Cephalic,0,29,3583.2,9.4,40.2,26.56,5
April,Home ,Vaginal,Cephalic,1,31.51,3651.54,9.14,39.6,24.99,35
April,Home ,Vaginal,Cephalic,1,30.9,3798.82,10.7,40.12,27.48,40
April,Home ,Vaginal,Cephalic,1,30.1,3636.44,9.6,39.61,24.34,120
April,Home ,Vaginal,Cephalic,1,30.24,3627.95,9.68,39.78,24.37,539
April,Home ,Vaginal,Cephalic,1,30.66,3608.58,10.18,39.71,24.24,2954
April,Home ,Vaginal,Cephalic,1,30.4,3580.39,9.52,39.73,23.88,2744
April,Home ,Vaginal,Breech,0,41,4105,13,40,25,1
April,Home ,Vaginal,Breech,1,27,2948,0,40,23.4,1
April,Home ,Vaginal,Breech,1,37.33,3761,11,39.67,23.7,3
April,Home ,Vaginal,Breech,1,30,3232,10,39.5,19.75,2
April,Home ,Vaginal,Breech,1,31.86,3191,10,39.43,22.44,7
April,Home ,Vaginal,Breech,1,31.35,3350.53,10,39.41,23.18,17
April,Home ,Vaginal,Breech,1,29.44,3137.22,8.56,38.78,26.03,9
April,Home ,Vaginal,Other,1,29,3558,6.33,39.25,20.1,4
April,Home ,Vaginal,Other,1,28.67,3367.33,7.22,40.33,25.07,9
April,Home ,Vaginal,Other,1,30.17,3614.67,9.2,40.5,21.28,6
April,Home ,Vaginal,Cephalic,0,33,3544,9,41,36.5,1
April,Home ,Vaginal,Cephalic,0,28,4253,11,41,24.2,1
April,Home ,Vaginal,Cephalic,1,31,3694.67,6.33,40,24.43,3
April,Home ,Vaginal,Cephalic,1,35,4125,11,39.5,26.15,2
April,Home ,Vaginal,Cephalic,1,33.67,3288.67,11.67,39.33,21.7,3
April,Home ,Vaginal,Cephalic,1,31.29,3778.96,8.75,40.12,24.92,24
April,Home ,Vaginal,Cephalic,1,31.89,3658.7,10.2,39.77,25.27,154
April,Home ,Vaginal,Cephalic,1,31.35,3639.79,9.98,39.76,26.14,110
April,Home ,Vaginal,Breech,1,33,3097.5,10.5,39,26.35,4
April,Home ,Vaginal,Breech,1,32.67,3808.67,9.67,39.67,27.97,3
April,Home ,Vaginal,Other,1,28,3572,9,41,20.4,1
April,Home ,Csection,Breech,1,34,3040,6,36,30.8,1
April,Home ,Vaginal,Cephalic,0,31,3799,9,40,27.9,1
April,Home ,Vaginal,Cephalic,1,25,3572,5,40,26.6,1
April,Home ,Vaginal,Cephalic,1,38.5,2849.5,8,39.5,22.9,2
April,Home ,Vaginal,Cephalic,1,31.12,3525.31,10.75,39.25,23.95,16
April,Home ,Vaginal,Cephalic,1,32.44,3541.11,10.44,39.89,25.35,9
April,Home ,Vaginal,Cephalic,0,27.87,3027.09,7.04,38.5,23.6,23
April,Home ,Vaginal,Cephalic,0,27.5,1072.5,2.83,26,23.67,6
April,Home ,Vaginal,Cephalic,0,31.5,760,1.5,22,28.95,2
April,Home ,Vaginal,Cephalic,0,40,1788.5,9.5,27,31.4,2
April,Home ,Vaginal,Cephalic,0,29.67,2928.33,11.33,37.67,26.83,3
April,Home ,Vaginal,Cephalic,1,32.75,2747.5,7,36.75,22.7,4
April,Home ,Vaginal,Cephalic,1,25.75,2962,6.75,38,24.16,8
April,Home ,Vaginal,Cephalic,1,31.14,3047.36,8.08,37.79,27.14,14
April,Home ,Vaginal,Cephalic,1,29.15,3039.74,8.02,37.96,25.21,54
April,Home ,Vaginal,Cephalic,1,29.36,3195.96,9.17,38.58,25.73,256
April,Home ,Vaginal,Cephalic,1,29.22,3197.8,7.66,38.68,24.87,85
April,Home ,Vaginal,Breech,0,20,1503,0,28,25.6,1
April,Home ,Vaginal,Breech,0,35,315,7,20,39.1,1
April,Home ,Vaginal,Breech,0,28,3345,0,40,28.3,1
April,Home ,Vaginal,Breech,1,26,1332,4,31,20.7,1
April,Home ,Vaginal,Other,0,33.5,2764.5,11,38.5,24.6,2
April,Home ,Vaginal,Other,0,29,999,7,41,20.5,1
April,Home ,Vaginal,Other,1,27,3856,12,40,19.6,1
April,Home ,Vaginal,Other,1,24.67,3109.67,0.67,39,26.2,3
April,Home ,Vaginal,Other,1,34,2606,10,39,23,1
April,Home ,Vaginal,Cephalic,0,34.5,3354.5,12.5,39,31.3,2
April,Home ,Vaginal,Cephalic,1,32.5,2309,6,34,22.65,2
April,Home ,Vaginal,Cephalic,1,29.33,3338.67,10,38.67,25.53,3
April,Home ,Vaginal,Cephalic,1,30.18,3243.45,7.3,38.18,27.06,11
April,Home ,Vaginal,Cephalic,1,31,3411.17,12.17,39,21.32,6
April,Home ,Vaginal,Breech,1,29,3048,9,37,26.8,1
April,Home ,Csection,Cephalic,1,37,1160,12,27,21.3,1
April,Home ,Csection,Breech,1,36,2240,2,36,22.5,1
April,Home ,Csection,Cephalic,1,24,2857.5,11,38.5,35.6,2
April,Home ,Vaginal,Cephalic,1,29,4139,7,40,34.9,1
April,Home ,Vaginal,Cephalic,1,30,3047.5,11,35,25,2
April,Home ,Vaginal,Cephalic,0,31.67,2108,7,36.5,39.3,3
April,Home ,Vaginal,Cephalic,0,33,3316,13,41,18.9,1
April,Home ,Vaginal,Cephalic,0,19,2878.5,7,38,22.05,2
April,Home ,Vaginal,Cephalic,1,25,3052,10.5,37,26.4,4
April,Home ,Vaginal,Cephalic,1,31.5,3834.75,8,39.86,27.49,8
April,Home ,Vaginal,Cephalic,1,34.57,3935,11,39.71,24.87,7
April,Home ,Vaginal,Cephalic,1,31.6,3631.56,10.37,39.33,23.79,52
April,Home ,Vaginal,Cephalic,1,31.58,3521.91,10.96,39.56,23.57,244
April,Home ,Vaginal,Cephalic,1,31.91,3578.98,11.33,39.78,23.75,329
April,Home ,Vaginal,Breech,1,27,3572,16,39,24.9,1
April,Home ,Vaginal,Breech,1,31,3171.5,10.5,37.5,29.05,2
April,Home ,Vaginal,Breech,1,33,3147,14,40,21.8,1
April,Home ,Vaginal,Cephalic,1,29,3983.5,9.5,39.5,31.75,2
April,Home ,Vaginal,Cephalic,1,30.12,3594.25,10,39.62,26.33,8
April,Home ,Vaginal,Cephalic,1,30.8,3844.4,12.4,40.2,24.12,5
April,Hospital,Vaginal,Cephalic,1,33,3799,12,41,29.2,1
April,Hospital,Vaginal,Cephalic,1,26,3172.6,12.5,40,21.18,5
April,Hospital,Vaginal,Cephalic,1,26.67,3328.07,10,39.79,25.15,15
April,Hospital,Vaginal,Cephalic,1,30.89,3435.7,9.38,39.23,24.02,44
April,Hospital,Vaginal,Cephalic,1,29.75,3467.25,8.71,39.04,25.28,28
April,Hospital,Vaginal,Breech,1,41,1620,7,30,20.8,1
April,Hospital,Vaginal,Cephalic,1,36,3270,1,40,28.3,1
April,Hospital,Vaginal,Cephalic,1,27,2580,2,36,19.3,1
April,Hospital,Vaginal,Cephalic,1,44,3289,0,42,26.6,1
April,Hospital,Vaginal,Cephalic,1,31,3127.5,6,40.5,20.05,2
April,Hospital,Vaginal,Cephalic,1,31.5,3725,6.5,39.5,33.4,2
April,Hospital,Csection,Breech,1,24,3500,10,39,33.3,1
April,Hospital,Csection,Cephalic,1,31,3610,11,39,26.7,1
April,Hospital,Csection,Cephalic,1,31,2422.5,6,39,22.4,2
April,Hospital,Csection,Breech,1,28,2466,13,36,20.8,1
April,Other,Vaginal,Cephalic,0,28.62,3341.62,7.88,38.75,30.47,8
April,Other,Vaginal,Cephalic,0,31,1280.2,4.2,28.4,25.76,5
April,Other,Vaginal,Cephalic,0,25.5,3317,12,40,27.75,2
April,Other,Vaginal,Cephalic,1,22,3064,0,40,27.4,1
April,Other,Vaginal,Cephalic,1,25,2840.5,6,36.83,25.76,6
April,Other,Vaginal,Cephalic,1,29.62,3099.15,6.75,38.67,23.59,13
April,Other,Vaginal,Cephalic,1,30.34,3358.62,7.48,38.89,22.2,29
April,Other,Vaginal,Cephalic,1,29.43,3300.91,9.02,38.71,25.69,175
April,Other,Vaginal,Cephalic,1,29.04,3410.8,6.56,39.11,24.93,142
April,Other,Vaginal,Breech,0,19,1162,5,27,26.3,1
April,Other,Vaginal,Breech,0,24,2500,3,36,25.6,1
April,Other,Vaginal,Breech,1,18,1565,4,30,19.8,1
April,Other,Vaginal,Breech,1,33.5,3132.5,5,38,20.7,2
April,Other,Vaginal,Breech,1,37,2700,15,38,19.5,1
April,Other,Vaginal,Breech,1,25,3799,7,42,22.9,1
April,Other,Vaginal,Other,1,27,3180,7,38,28.3,1
April,Other,Vaginal,Cephalic,0,30,3068,0,38,,1
April,Other,Vaginal,Cephalic,1,31,3653.86,8.57,39.57,26.93,7
April,Other,Vaginal,Cephalic,1,27.83,3283.67,10.67,39.17,22.95,6
April,Other,Vaginal,Breech,1,31,3310,0,40,20.4,1
April,Other,Csection,Cephalic,1,31,3423.5,9,39.5,27.55,2
April,Other,Vaginal,Cephalic,0,24,2495,0,36,29.4,1
April,Other,Vaginal,Cephalic,1,30,2705.5,2,38,21,2
May,Hospital,Vaginal,Cephalic,0,28.29,1703.96,7.13,27.54,27.92,152
May,Hospital,Vaginal,Cephalic,0,27.69,1402.47,6.8,26.88,28.33,893
May,Hospital,Vaginal,Cephalic,0,27.97,2324.22,8.81,32.53,27.38,618
May,Hospital,Vaginal,Cephalic,0,27.47,2584.49,9.59,34.75,27.4,681
May,Hospital,Vaginal,Cephalic,0,27.34,2878.3,10.46,36.48,27.53,987
May,Hospital,Vaginal,Cephalic,1,27.6,2934.8,10.55,36.83,27.39,1665
May,Hospital,Vaginal,Cephalic,1,27.81,3021.06,10.72,37.21,26.95,3407
May,Hospital,Vaginal,Cephalic,1,27.73,3120.56,11.05,37.64,26.9,9079
May,Hospital,Vaginal,Cephalic,1,27.93,3259.07,11.2,38.4,26.48,56747
May,Hospital,Vaginal,Cephalic,1,28.37,3315.17,11.39,38.8,26.09,530656
May,Hospital,Vaginal,Cephalic,1,27.81,3313.82,11.38,38.82,26.06,11788
