"Notes"	"State"	"State Code"	"County"	"County Code"	"Mother's Single Race"	"Mother's Single Race Code"	"Year of Death"	"Year of Death Code"	"Gender"	"Gender Code"	Deaths	Births	Death Rate
	"Indiana"	"18"	"Marion County, IN"	"18097"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	33	2368	13.94
	"Indiana"	"18"	"Marion County, IN"	"18097"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	17	4195	4.05 (Unreliable)
	"Indiana"	"18"	"Marion County, IN"	"18097"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	28	4369	6.41
	"Indiana"	"18"	"St. Joseph County, IN"	"18141"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	11	1274	8.63 (Unreliable)
	"Indiana"	"18"	"Unidentified Counties, IN"	"18999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	12	1090	11.01 (Unreliable)
	"Indiana"	"18"	"Unidentified Counties, IN"	"18999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	132	22347	5.91
	"Indiana"	"18"	"Unidentified Counties, IN"	"18999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	170	23384	7.27
	"Iowa"	"19"	"Polk County, IA"	"19153"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	2628	3.81 (Unreliable)
	"Iowa"	"19"	"Polk County, IA"	"19153"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	2784	3.59 (Unreliable)
	"Iowa"	"19"	"Unidentified Counties, IA"	"19999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	55	13561	4.06
	"Iowa"	"19"	"Unidentified Counties, IA"	"19999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	87	14224	6.12
	"Kansas"	"20"	"Johnson County, KS"	"20091"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	3113	3.85 (Unreliable)
	"Kansas"	"20"	"Sedgwick County, KS"	"20173"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	2654	4.14 (Unreliable)
	"Kansas"	"20"	"Sedgwick County, KS"	"20173"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	17	2905	5.85 (Unreliable)
	"Kansas"	"20"	"Unidentified Counties, KS"	"20999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	55	9334	5.89
	"Kansas"	"20"	"Unidentified Counties, KS"	"20999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	71	10103	7.03
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	14	1362	10.28 (Unreliable)
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	15	3071	4.88 (Unreliable)
	"Kentucky"	"21"	"Jefferson County, KY"	"21111"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	26	3337	7.79
	"Kentucky"	"21"	"Unidentified Counties, KY"	"21999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	12	918	13.07 (Unreliable)
	"Kentucky"	"21"	"Unidentified Counties, KY"	"21999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	12	994	12.07 (Unreliable)
	"Kentucky"	"21"	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	112	18304	6.12
	"Kentucky"	"21"	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	134	19510	6.87
	"Louisiana"	"22"	"Caddo Parish, LA"	"22017"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	19	929	20.45 (Unreliable)
	"Louisiana"	"22"	"East Baton Rouge Parish, LA"	"22033"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	12	1670	7.19 (Unreliable)
	"Louisiana"	"22"	"East Baton Rouge Parish, LA"	"22033"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	28	1737	16.12
	"Louisiana"	"22"	"Orleans Parish, LA"	"22071"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	18	1569	11.47 (Unreliable)
	"Louisiana"	"22"	"Unidentified Counties, LA"	"22999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	57	6737	8.46
	"Louisiana"	"22"	"Unidentified Counties, LA"	"22999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	76	6848	11.10
	"Louisiana"	"22"	"Unidentified Counties, LA"	"22999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	64	12836	4.99
	"Louisiana"	"22"	"Unidentified Counties, LA"	"22999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	84	13485	6.23
	"Maine"	"23"	"Unidentified Counties, ME"	"23999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	22	4387	5.01
	"Maine"	"23"	"Unidentified Counties, ME"	"23999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	35	4459	7.85
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	2440	4.51 (Unreliable)
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	17	1795	9.47 (Unreliable)
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	23	1780	12.92
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	2600	3.85 (Unreliable)
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	1705	6.45 (Unreliable)
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	11	1723	6.38 (Unreliable)
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	3335	3.30 (Unreliable)
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	18	3522	5.11 (Unreliable)
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	36	3802	9.47
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	43	3924	10.96
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	13	1703	7.63 (Unreliable)
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	24	2420	9.92
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	31	2460	12.60
	"Maryland"	"24"	"Unidentified Counties, MD"	"24999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	18	1700	10.59 (Unreliable)
	"Maryland"	"24"	"Unidentified Counties, MD"	"24999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	23	1740	13.22
	"Maryland"	"24"	"Unidentified Counties, MD"	"24999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	30	6676	4.49
	"Maryland"	"24"	"Unidentified Counties, MD"	"24999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	41	7007	5.85
	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	15	3592	4.18 (Unreliable)
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	1992	5.52 (Unreliable)
	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	1990	5.03 (Unreliable)
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	15	5925	2.53 (Unreliable)
	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	21	6048	3.47
	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	11	2906	3.79 (Unreliable)
	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	16	3312	4.83 (Unreliable)
	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	3477	3.74 (Unreliable)
	"Michigan"	"26"	"Genesee County, MI"	"26049"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	10	682	14.66 (Unreliable)
	"Michigan"	"26"	"Kalamazoo County, MI"	"26077"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	12	1101	10.90 (Unreliable)
	"Michigan"	"26"	"Kalamazoo County, MI"	"26077"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	1173	11.08 (Unreliable)
	"Michigan"	"26"	"Kent County, MI"	"26081"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	17	3304	5.15 (Unreliable)
	"Michigan"	"26"	"Kent County, MI"	"26081"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	3463	3.75 (Unreliable)
	"Michigan"	"26"	"Macomb County, MI"	"26099"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	14	899	15.57 (Unreliable)
	"Michigan"	"26"	"Macomb County, MI"	"26099"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	21	3403	6.17
	"Michigan"	"26"	"Macomb County, MI"	"26099"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	22	3372	6.52
	"Michigan"	"26"	"Oakland County, MI"	"26125"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	1079	10.19 (Unreliable)
	"Michigan"	"26"	"Oakland County, MI"	"26125"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	19	1079	17.61 (Unreliable)
	"Michigan"	"26"	"Oakland County, MI"	"26125"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	14	4523	3.10 (Unreliable)
	"Michigan"	"26"	"Oakland County, MI"	"26125"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	24	4826	4.97
	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	78	5269	14.80
	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	91	5458	16.67
	"Michigan"	"26"	"Wayne County, MI"	"26163"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	17	5487	3.10 (Unreliable)
	"Michigan"	"26"	"Wayne County, MI"	"26163"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	43	5776	7.44
	"Michigan"	"26"	"Unidentified Counties, MI"	"26999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	17	1178	14.43 (Unreliable)
	"Michigan"	"26"	"Unidentified Counties, MI"	"26999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	12	1286	9.33 (Unreliable)
	"Michigan"	"26"	"Unidentified Counties, MI"	"26999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	69	16914	4.08
	"Michigan"	"26"	"Unidentified Counties, MI"	"26999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	100	17753	5.63
	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	17	1824	9.32 (Unreliable)
	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	12	1916	6.26 (Unreliable)
	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	15	4998	3.00 (Unreliable)
	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	5108	2.55 (Unreliable)
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	10	834	11.99 (Unreliable)
	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	11	1982	5.55 (Unreliable)
	"Minnesota"	"27"	"Unidentified Counties, MN"	"27999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	63	14790	4.26
	"Minnesota"	"27"	"Unidentified Counties, MN"	"27999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	67	15600	4.29
	"Mississippi"	"28"	"Unidentified Counties, MS"	"28999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	76	8253	9.21
	"Mississippi"	"28"	"Unidentified Counties, MS"	"28999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	115	8485	13.55
	"Mississippi"	"28"	"Unidentified Counties, MS"	"28999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	43	9492	4.53
	"Mississippi"	"28"	"Unidentified Counties, MS"	"28999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	81	10077	8.04
	"Missouri"	"29"	"Greene County, MO"	"29077"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	1519	9.22 (Unreliable)
	"Missouri"	"29"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	21	1398	15.02
	"Missouri"	"29"	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	14	1365	10.26 (Unreliable)
	"Missouri"	"29"	"Jackson County, MO"	"29095"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	13	2895	4.49 (Unreliable)
	"Missouri"	"29"	"Jackson County, MO"	"29095"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	2883	4.16 (Unreliable)
	"Missouri"	"29"	"St. Charles County, MO"	"29183"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	1983	6.56 (Unreliable)
	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	24	1930	12.44
	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	16	1954	8.19 (Unreliable)
	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	12	3061	3.92 (Unreliable)
	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	18	3399	5.30 (Unreliable)
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	10	1092	9.16 (Unreliable)
	"Missouri"	"29"	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	16	1113	14.38 (Unreliable)
	"Missouri"	"29"	"Unidentified Counties, MO"	"29999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	14	898	15.59 (Unreliable)
	"Missouri"	"29"	"Unidentified Counties, MO"	"29999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	14	974	14.37 (Unreliable)
	"Missouri"	"29"	"Unidentified Counties, MO"	"29999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	91	17673	5.15
	"Missouri"	"29"	"Unidentified Counties, MO"	"29999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	103	18872	5.46
	"Montana"	"30"	"Unidentified Counties, MT"	"30999"	"American Indian or Alaska Native"	"1002-5"	"2017"	"2017"	"Female"	"F"	10	675	14.81 (Unreliable)
	"Montana"	"30"	"Unidentified Counties, MT"	"30999"	"American Indian or Alaska Native"	"1002-5"	"2017"	"2017"	"Male"	"M"	10	629	15.90 (Unreliable)
	"Montana"	"30"	"Unidentified Counties, MT"	"30999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	18	4807	3.74 (Unreliable)
	"Montana"	"30"	"Unidentified Counties, MT"	"30999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	25	5054	4.95
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	11	2992	3.68 (Unreliable)
	"Nebraska"	"31"	"Douglas County, NE"	"31055"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	19	3041	6.25 (Unreliable)
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	23	6034	3.81
	"Nebraska"	"31"	"Unidentified Counties, NE"	"31999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	37	6351	5.83
	"Nevada"	"32"	"Clark County, NV"	"32003"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	19	2331	8.15 (Unreliable)
	"Nevada"	"32"	"Clark County, NV"	"32003"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	26	2341	11.11
	"Nevada"	"32"	"Clark County, NV"	"32003"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	40	8784	4.55
	"Nevada"	"32"	"Clark County, NV"	"32003"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	42	9131	4.60
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	15	2183	6.87 (Unreliable)
	"Nevada"	"32"	"Washoe County, NV"	"32031"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	2220	6.31 (Unreliable)
	"New Hampshire"	"33"	"Unidentified Counties, NH"	"33999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	11	2517	4.37 (Unreliable)
	"New Jersey"	"34"	"Bergen County, NJ"	"34003"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	3384	4.14 (Unreliable)
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	740	14.86 (Unreliable)
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	13	805	16.15 (Unreliable)
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	1902	5.26 (Unreliable)
	"New Jersey"	"34"	"Camden County, NJ"	"34007"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	2020	6.44 (Unreliable)
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	2196	5.01 (Unreliable)
	"New Jersey"	"34"	"Essex County, NJ"	"34013"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	27	2309	11.69
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	12	2973	4.04 (Unreliable)
	"New Jersey"	"34"	"Hudson County, NJ"	"34017"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	15	3198	4.69 (Unreliable)
	"New Jersey"	"34"	"Mercer County, NJ"	"34021"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	11	606	18.15 (Unreliable)
	"New Jersey"	"34"	"Middlesex County, NJ"	"34023"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	2453	4.89 (Unreliable)
	"New Jersey"	"34"	"Union County, NJ"	"34039"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	13	763	17.04 (Unreliable)
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	2608	3.83 (Unreliable)
	"New Jersey"	"34"	"Unidentified Counties, NJ"	"34999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	2671	4.49 (Unreliable)
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	18	2967	6.07 (Unreliable)
	"New Mexico"	"35"	"Bernalillo County, NM"	"35001"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	17	3126	5.44 (Unreliable)
	"New Mexico"	"35"	"Unidentified Counties, NM"	"35999"	"American Indian or Alaska Native"	"1002-5"	"2017"	"2017"	"Female"	"F"	12	1123	10.69 (Unreliable)
	"New Mexico"	"35"	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	25	6456	3.87
	"New Mexico"	"35"	"Unidentified Counties, NM"	"35999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	44	6822	6.45
	"New York"	"36"	"Bronx County, NY"	"36005"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	28	4280	6.54
	"New York"	"36"	"Bronx County, NY"	"36005"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	29	4617	6.28
	"New York"	"36"	"Bronx County, NY"	"36005"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	20	4603	4.34
	"New York"	"36"	"Bronx County, NY"	"36005"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	12	4753	2.52 (Unreliable)
	"New York"	"36"	"Erie County, NY"	"36029"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	13	3394	3.83 (Unreliable)
	"New York"	"36"	"Erie County, NY"	"36029"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	14	3550	3.94 (Unreliable)
	"New York"	"36"	"Kings County, NY"	"36047"	"Asian"	"A"	"2017"	"2017"	"Female"	"F"	11	2995	3.67 (Unreliable)
	"New York"	"36"	"Kings County, NY"	"36047"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	25	4929	5.07
	"New York"	"36"	"Kings County, NY"	"36047"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	47	5198	9.04
	"New York"	"36"	"Kings County, NY"	"36047"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	29	10756	2.70
	"New York"	"36"	"Kings County, NY"	"36047"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	34	11411	2.98
	"New York"	"36"	"Monroe County, NY"	"36055"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	22	957	22.99
	"New York"	"36"	"Monroe County, NY"	"36055"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	17	986	17.24 (Unreliable)
	"New York"	"36"	"Monroe County, NY"	"36055"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	15	2742	5.47 (Unreliable)
	"New York"	"36"	"Nassau County, NY"	"36059"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	13	5024	2.59 (Unreliable)
	"New York"	"36"	"Nassau County, NY"	"36059"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	5268	1.90 (Unreliable)
	"New York"	"36"	"New York County, NY"	"36061"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	12	1398	8.58 (Unreliable)
	"New York"	"36"	"New York County, NY"	"36061"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	11	1406	7.82 (Unreliable)
	"New York"	"36"	"New York County, NY"	"36061"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	5587	1.79 (Unreliable)
	"New York"	"36"	"New York County, NY"	"36061"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	20	5808	3.44
	"New York"	"36"	"Queens County, NY"	"36081"	"Asian"	"A"	"2017"	"2017"	"Female"	"F"	16	4685	3.42 (Unreliable)
	"New York"	"36"	"Queens County, NY"	"36081"	"Asian"	"A"	"2017"	"2017"	"Male"	"M"	18	5126	3.51 (Unreliable)
	"New York"	"36"	"Queens County, NY"	"36081"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	11	2742	4.01 (Unreliable)
	"New York"	"36"	"Queens County, NY"	"36081"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	21	2842	7.39
	"New York"	"36"	"Queens County, NY"	"36081"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	26	6428	4.04
	"New York"	"36"	"Queens County, NY"	"36081"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	33	6646	4.97
	"New York"	"36"	"Richmond County, NY"	"36085"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	15	1995	7.52 (Unreliable)
	"New York"	"36"	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	31	6379	4.86
	"New York"	"36"	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	19	6434	2.95 (Unreliable)
	"New York"	"36"	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	10	980	10.20 (Unreliable)
	"New York"	"36"	"Westchester County, NY"	"36119"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	11	3734	2.95 (Unreliable)
	"New York"	"36"	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	14	1138	12.30 (Unreliable)
	"New York"	"36"	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	82	16815	4.88
	"New York"	"36"	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	104	17676	5.88
	"North Carolina"	"37"	"Cumberland County, NC"	"37051"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	16	1040	15.38 (Unreliable)
	"North Carolina"	"37"	"Cumberland County, NC"	"37051"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	19	1096	17.34 (Unreliable)
	"North Carolina"	"37"	"Forsyth County, NC"	"37067"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	16	775	20.65 (Unreliable)
	"North Carolina"	"37"	"Forsyth County, NC"	"37067"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	10	745	13.42 (Unreliable)
	"North Carolina"	"37"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	17	1313	12.95 (Unreliable)
	"North Carolina"	"37"	"Guilford County, NC"	"37081"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	22	1399	15.73
	"North Carolina"	"37"	"Guilford County, NC"	"37081"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	1395	7.17 (Unreliable)
	"North Carolina"	"37"	"Guilford County, NC"	"37081"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	10	1397	7.16 (Unreliable)
	"North Carolina"	"37"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	"2017"	"2017"	"Female"	"F"	28	2609	10.73
	"North Carolina"	"37"	"Mecklenburg County, NC"	"37119"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	17	2780	6.12 (Unreliable)
	"North Carolina"	"37"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	10	3626	2.76 (Unreliable)
	"North Carolina"	"37"	"Mecklenburg County, NC"	"37119"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	13	3876	3.35 (Unreliable)
