Mother_Education_Code,Mother_Weight_Gain_Code,Pre-pregnancy_Diabetes_Code,Pre-pregnancy_Hypertension_Code,Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
8.0,2,2,2,1,34.25,498.0,5.33,21.0,22.92,4
8.0,2,2,2,2,33.0,558.5,3.5,19.0,30.55,2
8.0,2,2,2,3,31.0,3290.0,10.0,38.0,39.5,1
8.0,2,2,2,4,33.5,2030.0,10.5,30.5,39.75,2
8.0,2,2,2,5,33.0,3365.0,11.5,38.0,35.9,2
8.0,2,2,2,6,35.5,2392.25,8.75,34.25,28.4,4
8.0,2,2,2,7,34.83,2712.56,12.94,35.78,32.14,18
8.0,2,2,2,8,34.6,2998.71,10.37,37.35,32.09,60
8.0,2,2,2,9,33.95,3194.21,11.2,38.53,29.81,412
8.0,2,2,2,99,33.67,2839.0,10.33,35.0,27.53,3
1.0,3,2,2,0,30.5,1477.5,16.0,31.0,33.3,2
1.0,3,2,2,1,29.08,1553.64,3.55,26.54,28.42,13
1.0,3,2,2,2,31.0,1357.57,5.57,28.57,30.34,7
1.0,3,2,2,3,29.4,1501.4,6.2,29.6,29.77,5
1.0,3,2,2,4,29.33,2813.33,7.0,38.0,26.83,3
1.0,3,2,2,5,32.45,2722.09,8.91,36.45,28.13,11
1.0,3,2,2,6,30.54,3353.38,6.33,37.54,32.74,13
1.0,3,2,2,7,30.0,2681.1,7.62,35.0,30.0,41
1.0,3,2,2,8,31.01,2996.73,8.79,37.44,30.53,226
1.0,3,2,2,9,30.55,3171.88,9.42,38.44,30.3,2016
1.0,3,2,2,99,30.5,3129.86,7.57,37.79,29.65,14
2.0,3,2,2,0,25.14,1363.83,4.14,28.0,27.59,7
2.0,3,2,2,1,24.16,863.32,4.98,24.56,30.18,51
2.0,3,2,2,2,25.1,1426.38,6.67,27.43,27.75,21
2.0,3,2,2,3,28.13,1775.26,5.55,31.48,29.39,23
2.0,3,2,2,4,27.06,1602.76,6.29,30.24,28.74,17
2.0,3,2,2,5,25.08,2219.95,8.61,33.49,34.36,39
2.0,3,2,2,6,26.29,2265.37,8.22,33.89,30.38,62
2.0,3,2,2,7,26.08,2379.24,8.13,34.5,31.21,168
2.0,3,2,2,8,25.77,2826.16,8.5,36.85,31.88,595
2.0,3,2,2,9,26.17,3120.39,9.53,38.34,31.89,5285
2.0,3,2,2,99,24.79,2332.65,5.97,33.81,28.46,38
3.0,3,2,2,0,27.23,1071.0,5.0,24.9,29.9,22
3.0,3,2,2,1,26.37,894.09,4.84,24.04,30.23,110
3.0,3,2,2,2,26.21,1409.68,6.98,27.14,31.31,57
3.0,3,2,2,3,26.43,1647.97,6.54,29.71,33.32,42
3.0,3,2,2,4,26.24,1907.46,7.7,31.5,32.23,70
3.0,3,2,2,5,25.7,2126.17,9.45,32.68,33.18,96
3.0,3,2,2,6,27.09,2212.26,8.6,33.1,32.8,175
3.0,3,2,2,7,26.53,2426.09,8.79,34.76,33.34,306
3.0,3,2,2,8,27.02,2937.62,9.88,37.25,33.54,1580
3.0,3,2,2,9,27.06,3170.63,10.56,38.42,33.31,12008
3.0,3,2,2,10,26.9,3220.11,10.57,38.59,33.18,350
3.0,3,2,2,99,28.03,2518.58,7.4,34.65,29.29,70
4.0,3,2,2,0,28.9,1165.5,7.78,27.1,31.23,10
4.0,3,2,2,1,27.27,1170.74,5.96,25.48,30.32,77
4.0,3,2,2,2,27.56,1284.66,8.2,27.44,30.6,36
4.0,3,2,2,3,28.63,1795.53,7.82,28.8,31.13,35
4.0,3,2,2,4,28.45,2012.41,7.5,31.75,36.36,44
4.0,3,2,2,5,28.2,1970.88,10.79,31.94,35.07,66
4.0,3,2,2,6,29.67,2194.31,8.98,33.43,33.49,126
4.0,3,2,2,7,28.66,2553.63,10.08,35.05,34.6,256
4.0,3,2,2,8,28.52,3006.79,10.79,37.21,34.7,1193
4.0,3,2,2,9,28.36,3198.42,11.07,38.39,34.1,8874
4.0,3,2,2,10,28.08,3292.64,11.48,38.61,34.04,251
4.0,3,2,2,99,29.45,2625.9,8.92,34.22,31.43,56
5.0,3,2,2,0,29.0,1231.25,6.75,24.75,30.67,4
5.0,3,2,2,1,29.36,809.58,6.21,23.3,31.86,28
5.0,3,2,2,2,30.65,1402.53,8.8,25.85,34.17,20
5.0,3,2,2,3,30.75,1425.5,11.0,29.88,35.45,8
5.0,3,2,2,4,33.15,2322.92,10.25,33.46,35.55,13
5.0,3,2,2,5,29.79,2067.38,11.09,32.92,31.4,24
5.0,3,2,2,6,30.19,2294.72,9.44,33.67,34.01,36
5.0,3,2,2,7,30.73,2405.52,10.38,34.32,34.02,101
5.0,3,2,2,8,30.4,3016.77,11.27,37.42,34.46,465
5.0,3,2,2,9,30.21,3219.64,11.65,38.39,34.28,3206
5.0,3,2,2,10,29.37,3336.55,11.9,38.76,33.8,104
5.0,3,2,2,99,27.88,2643.71,10.57,32.62,34.41,8
6.0,3,2,2,0,32.0,1864.5,7.12,26.2,27.87,10
6.0,3,2,2,1,31.05,645.3,5.42,22.48,32.24,57
6.0,3,2,2,2,31.58,1007.71,5.92,24.96,30.56,24
6.0,3,2,2,3,29.37,1476.95,7.28,28.32,33.01,19
6.0,3,2,2,4,30.38,1950.95,9.05,31.43,31.35,21
6.0,3,2,2,5,30.61,2400.97,11.03,34.09,30.75,33
6.0,3,2,2,6,31.53,2432.97,9.45,34.08,32.88,62
6.0,3,2,2,7,32.01,2533.69,9.91,34.64,33.56,143
6.0,3,2,2,8,31.62,3077.86,11.01,37.51,32.95,681
6.0,3,2,2,9,31.69,3268.91,11.44,38.55,32.76,5164
6.0,3,2,2,10,31.32,3327.55,11.46,38.63,32.93,148
6.0,3,2,2,99,33.36,2899.9,9.05,35.36,31.84,22
7.0,3,2,2,0,31.75,352.33,4.0,21.0,26.12,4
7.0,3,2,2,1,31.64,1036.62,7.0,23.36,33.58,11
7.0,3,2,2,2,34.67,1217.12,6.56,25.33,33.24,9
7.0,3,2,2,3,33.33,1650.78,6.12,30.11,30.94,9
7.0,3,2,2,4,32.2,2059.2,13.0,32.8,30.66,5
7.0,3,2,2,5,33.67,2082.56,9.61,33.06,34.13,18
7.0,3,2,2,6,34.0,2408.1,9.9,33.76,34.44,21
7.0,3,2,2,7,32.49,2577.36,9.86,34.88,32.02,59
7.0,3,2,2,8,33.33,2999.55,11.03,37.18,32.47,222
7.0,3,2,2,9,33.37,3270.74,11.46,38.56,31.72,2077
7.0,3,2,2,99,32.83,1987.17,6.5,32.5,31.52,6
8.0,3,2,2,1,33.25,645.67,5.5,22.25,29.5,4
8.0,3,2,2,2,36.0,440.0,2.0,20.0,17.7,1
8.0,3,2,2,3,49.0,3190.0,10.0,39.0,37.6,1
8.0,3,2,2,4,34.5,2000.0,11.0,33.0,25.7,2
8.0,3,2,2,5,40.0,2060.0,18.0,39.0,30.3,1
8.0,3,2,2,7,34.1,3011.0,15.0,36.5,35.82,10
8.0,3,2,2,8,33.78,2767.51,10.52,36.2,31.1,51
8.0,3,2,2,9,34.19,3234.5,11.48,38.46,30.84,445
8.0,3,2,2,10,33.56,3413.56,13.56,39.11,33.68,9
8.0,3,2,2,99,35.0,3429.5,9.5,39.0,34.45,2
1.0,4,2,2,0,28.75,1444.33,1.75,29.0,26.88,4
1.0,4,2,2,1,30.92,1099.38,4.09,24.48,26.43,25
1.0,4,2,2,2,32.12,1548.38,8.38,30.0,28.73,8
1.0,4,2,2,3,26.5,1310.33,7.5,28.67,28.03,6
1.0,4,2,2,4,32.5,1898.0,5.75,31.5,28.07,4
1.0,4,2,2,5,29.18,2621.09,9.45,35.64,32.93,11
1.0,4,2,2,6,29.5,1981.67,6.35,33.28,27.91,18
1.0,4,2,2,7,32.07,2828.74,8.57,36.47,30.69,57
1.0,4,2,2,8,30.41,2992.18,9.62,37.62,30.6,245
1.0,4,2,2,9,30.69,3174.37,9.48,38.44,30.35,2284
1.0,4,2,2,10,30.23,3313.15,8.19,38.96,30.39,74
1.0,4,2,2,99,29.73,2860.14,7.64,37.93,30.33,15
2.0,4,2,2,0,24.8,1133.0,4.56,26.5,25.0,10
2.0,4,2,2,1,25.36,1022.82,5.67,24.91,28.62,56
2.0,4,2,2,2,23.68,941.79,6.36,24.97,29.46,31
2.0,4,2,2,3,26.76,1954.35,8.2,31.14,34.38,21
2.0,4,2,2,4,25.53,1895.13,7.49,32.03,30.02,38
2.0,4,2,2,5,23.53,1908.13,7.26,31.83,30.33,47
2.0,4,2,2,6,24.22,2165.54,7.73,33.54,30.46,78
2.0,4,2,2,7,25.5,2452.72,8.63,34.39,31.65,144
2.0,4,2,2,8,25.79,2837.67,8.55,36.95,31.12,727
2.0,4,2,2,9,26.14,3122.53,9.52,38.33,31.68,5994
2.0,4,2,2,10,25.31,3167.34,9.83,38.73,31.37,126
2.0,4,2,2,99,25.09,2473.0,5.88,34.91,28.04,35
3.0,4,2,2,0,25.12,897.05,3.92,23.86,30.02,24
3.0,4,2,2,1,26.29,903.25,5.25,23.83,29.32,143
3.0,4,2,2,2,27.25,1245.24,5.53,26.29,30.98,57
3.0,4,2,2,3,27.08,1462.29,5.93,28.48,29.72,60
3.0,4,2,2,4,26.81,1990.95,9.51,32.71,30.36,58
3.0,4,2,2,5,26.14,2005.99,8.3,32.55,31.46,105
3.0,4,2,2,6,26.88,2116.43,7.65,32.78,32.83,186
3.0,4,2,2,7,26.56,2539.13,9.15,35.18,33.1,410
3.0,4,2,2,8,26.86,2916.2,10.03,37.17,33.0,1794
3.0,4,2,2,9,27.09,3162.38,10.53,38.39,32.99,13396
3.0,4,2,2,10,26.57,3190.56,10.6,38.67,32.64,387
3.0,4,2,2,99,26.34,2226.0,5.0,33.04,29.52,76
4.0,4,2,2,0,26.73,1057.43,4.33,24.33,28.39,11
4.0,4,2,2,1,27.95,779.38,5.05,23.44,32.08,94
4.0,4,2,2,2,28.39,1839.21,6.97,29.06,32.74,33
4.0,4,2,2,3,28.48,1765.0,8.07,29.91,33.42,44
4.0,4,2,2,4,27.61,1974.1,9.35,31.95,33.01,41
4.0,4,2,2,5,28.38,2129.67,9.54,33.01,36.03,78
4.0,4,2,2,6,28.34,2305.15,9.2,33.8,34.46,122
4.0,4,2,2,7,28.55,2470.09,9.54,34.67,33.82,332
4.0,4,2,2,8,28.19,2997.64,10.5,37.22,34.02,1372
4.0,4,2,2,9,28.32,3199.26,11.11,38.38,34.1,9810
4.0,4,2,2,10,28.25,3305.52,11.74,38.64,33.45,281
4.0,4,2,2,99,27.37,2242.61,8.29,32.97,31.29,62
5.0,4,2,2,0,30.0,0.0,3.0,17.0,26.2,1
5.0,4,2,2,1,28.36,588.33,4.74,22.4,31.29,25
5.0,4,2,2,2,31.33,1666.86,7.33,26.89,32.81,9
5.0,4,2,2,3,29.9,1683.95,8.45,29.67,37.45,21
5.0,4,2,2,4,32.38,2147.5,9.33,31.81,34.65,16
5.0,4,2,2,5,30.74,2400.85,8.77,34.0,34.84,27
5.0,4,2,2,6,31.86,2388.68,10.23,34.52,33.09,50
5.0,4,2,2,7,29.86,2478.91,10.27,34.51,34.82,102
5.0,4,2,2,8,30.27,3043.74,11.14,37.31,34.43,557
5.0,4,2,2,9,30.13,3233.77,11.59,38.43,34.14,3577
5.0,4,2,2,10,30.2,3354.24,11.53,38.71,34.23,109
5.0,4,2,2,99,30.96,2666.42,8.08,35.26,30.17,24
6.0,4,2,2,0,28.88,772.57,6.67,24.5,31.49,8
6.0,4,2,2,1,30.21,723.95,5.57,22.2,28.69,53
6.0,4,2,2,2,31.64,1244.71,7.13,27.04,31.03,45
6.0,4,2,2,3,29.68,2006.11,10.94,31.32,34.38,19
6.0,4,2,2,4,31.11,1973.74,9.35,32.11,33.59,27
6.0,4,2,2,5,30.54,2479.86,11.32,34.29,32.96,35
6.0,4,2,2,6,30.55,2277.64,10.76,33.88,31.9,74
6.0,4,2,2,7,32.08,2736.59,11.46,35.55,33.31,148
6.0,4,2,2,8,31.54,3029.47,11.19,37.24,32.7,698
6.0,4,2,2,9,31.61,3253.94,11.36,38.5,32.33,5855
6.0,4,2,2,10,31.23,3411.2,11.89,38.99,32.23,132
6.0,4,2,2,99,31.75,2462.1,9.8,34.7,31.52,20
7.0,4,2,2,0,34.55,786.12,5.36,22.27,30.38,11
7.0,4,2,2,1,33.24,1121.0,5.94,26.0,27.87,17
7.0,4,2,2,2,34.45,1468.0,7.55,27.73,31.7,11
7.0,4,2,2,3,34.75,2166.25,14.75,35.0,30.17,4
7.0,4,2,2,4,34.3,2771.1,10.9,36.6,30.68,10
7.0,4,2,2,5,34.0,2022.53,9.6,33.21,32.83,15
7.0,4,2,2,6,34.59,2456.56,8.15,33.93,33.93,27
7.0,4,2,2,7,34.09,2537.11,10.73,35.03,33.73,64
7.0,4,2,2,8,33.29,2954.76,10.88,36.86,32.73,266
7.0,4,2,2,9,33.18,3260.43,11.46,38.49,31.85,2250
7.0,4,2,2,10,33.27,3441.82,12.51,38.9,33.54,40
7.0,4,2,2,99,36.43,2677.29,9.83,33.57,29.46,7
8.0,4,2,2,1,32.8,735.4,8.4,23.2,25.78,5
8.0,4,2,2,2,33.5,459.0,7.5,19.5,26.6,2
8.0,4,2,2,3,37.5,1212.5,13.0,29.0,33.7,2
8.0,4,2,2,4,32.5,2036.5,14.5,31.0,31.8,2
8.0,4,2,2,5,33.25,1162.5,9.25,28.5,34.35,4
8.0,4,2,2,6,34.83,2153.0,10.67,33.83,27.93,6
8.0,4,2,2,7,35.0,2864.07,10.23,36.07,30.93,14
8.0,4,2,2,8,33.96,2824.31,9.17,36.89,30.46,70
8.0,4,2,2,9,34.2,3199.99,11.12,38.41,30.28,520
8.0,4,2,2,10,34.29,3572.29,10.86,39.71,31.66,7
8.0,4,2,2,99,30.0,3080.0,12.0,38.0,30.3,1
1.0,5,2,2,0,35.17,332.8,3.83,20.4,29.87,6
1.0,5,2,2,1,31.63,843.86,2.81,23.08,28.74,27
1.0,5,2,2,2,30.86,1232.57,5.29,27.71,28.44,7
1.0,5,2,2,3,27.29,2417.0,4.17,32.86,25.86,7
1.0,5,2,2,4,27.7,1940.0,7.67,31.8,26.09,10
1.0,5,2,2,5,33.45,2414.45,6.7,34.09,29.63,11
1.0,5,2,2,6,28.22,1968.81,6.32,32.72,28.0,32
1.0,5,2,2,7,29.37,2388.61,8.17,34.28,28.08,83
1.0,5,2,2,8,30.14,2964.98,7.96,37.34,29.82,349
1.0,5,2,2,9,30.25,3181.37,9.24,38.46,29.55,3219
1.0,5,2,2,10,28.92,3359.83,7.87,39.14,28.81,106
1.0,5,2,2,99,29.94,2980.72,4.2,38.02,28.09,48
2.0,5,2,2,0,22.91,549.89,1.8,22.27,25.7,11
2.0,5,2,2,1,24.22,778.76,3.51,23.57,26.71,93
2.0,5,2,2,2,23.33,1317.35,6.31,27.33,29.67,39
2.0,5,2,2,3,25.59,1216.9,5.27,27.34,28.57,32
2.0,5,2,2,4,26.09,1826.14,7.61,31.58,29.47,44
2.0,5,2,2,5,25.03,1848.83,6.58,31.3,27.17,63
2.0,5,2,2,6,25.66,2099.49,7.7,32.8,30.85,96
2.0,5,2,2,7,25.69,2413.57,7.54,34.46,29.47,222
2.0,5,2,2,8,25.59,2841.26,8.25,36.89,30.57,1040
2.0,5,2,2,9,26.09,3101.81,9.13,38.28,30.76,7964
2.0,5,2,2,99,25.42,2526.96,4.86,35.53,27.24,71
3.0,5,2,2,0,26.97,1054.84,4.28,26.38,26.24,34
3.0,5,2,2,1,26.81,814.88,4.16,23.49,28.72,185
3.0,5,2,2,2,27.15,1191.18,5.49,26.23,30.96,96
3.0,5,2,2,3,26.16,1523.25,6.98,29.64,30.69,92
3.0,5,2,2,4,26.59,1921.86,7.39,31.65,33.58,101
3.0,5,2,2,5,26.21,1993.91,7.98,32.31,29.6,117
3.0,5,2,2,6,26.48,2162.42,8.48,33.0,30.64,233
3.0,5,2,2,7,26.71,2412.47,8.91,34.43,31.52,554
3.0,5,2,2,8,26.83,2917.19,9.7,37.07,32.17,2377
3.0,5,2,2,9,26.88,3151.86,10.26,38.36,32.25,17685
3.0,5,2,2,99,26.95,2259.98,4.19,33.55,27.84,140
4.0,5,2,2,0,28.31,859.93,6.38,24.73,28.36,16
4.0,5,2,2,1,27.79,866.12,5.33,23.76,30.41,135
4.0,5,2,2,2,27.51,1316.0,6.17,27.09,31.55,57
4.0,5,2,2,3,27.1,1653.63,7.42,29.77,31.84,52
4.0,5,2,2,4,28.5,1902.38,7.92,31.34,30.92,56
4.0,5,2,2,5,28.3,2098.16,9.25,32.63,31.94,98
4.0,5,2,2,6,28.04,2280.35,9.15,33.35,32.58,179
4.0,5,2,2,7,28.55,2564.65,9.66,34.98,33.23,444
4.0,5,2,2,8,28.37,2952.06,10.74,37.14,33.55,1833
4.0,5,2,2,9,28.3,3198.68,10.97,38.38,33.38,13035
4.0,5,2,2,10,28.27,3248.6,10.84,38.68,33.57,353
4.0,5,2,2,99,28.44,2508.14,6.07,34.82,29.33,112
5.0,5,2,2,0,30.5,525.2,5.33,22.0,31.37,6
5.0,5,2,2,1,29.23,559.84,4.6,21.49,29.86,39
5.0,5,2,2,2,28.68,1096.38,7.08,24.71,33.15,28
5.0,5,2,2,3,28.79,1737.92,7.36,28.21,33.78,14
5.0,5,2,2,4,29.94,2222.94,9.53,32.31,33.17,16
5.0,5,2,2,5,30.94,1912.22,10.59,31.58,31.97,33
5.0,5,2,2,6,30.7,2181.88,9.33,33.18,31.74,50
5.0,5,2,2,7,30.82,2529.5,10.9,34.72,32.84,149
5.0,5,2,2,8,30.25,3009.19,10.92,37.14,33.89,609
5.0,5,2,2,9,30.1,3218.06,11.52,38.4,33.45,4577
5.0,5,2,2,99,30.67,3069.29,10.13,37.04,32.41,24
6.0,5,2,2,0,30.71,1193.2,4.57,23.57,29.87,7
6.0,5,2,2,1,31.24,657.13,5.7,22.46,27.59,86
6.0,5,2,2,2,30.53,1373.58,7.54,26.98,30.56,45
6.0,5,2,2,3,32.79,1509.25,7.39,29.04,28.73,24
6.0,5,2,2,4,32.25,2069.93,8.19,32.57,30.61,28
6.0,5,2,2,5,30.95,2045.25,9.6,32.51,32.42,55
6.0,5,2,2,6,31.4,2128.8,9.42,33.19,32.31,83
6.0,5,2,2,7,31.69,2535.98,10.29,34.84,33.2,196
6.0,5,2,2,8,31.42,3041.64,11.18,37.21,32.44,955
6.0,5,2,2,9,31.6,3259.4,11.4,38.49,31.92,7508
6.0,5,2,2,10,31.82,3375.78,11.58,38.86,32.26,184
6.0,5,2,2,99,30.67,2738.98,7.49,35.35,29.81,54
7.0,5,2,2,0,32.33,1000.0,6.0,27.0,24.7,3
7.0,5,2,2,1,32.57,682.39,5.59,22.69,27.67,35
7.0,5,2,2,2,31.33,1246.08,8.45,27.33,31.83,12
7.0,5,2,2,3,32.9,1590.0,6.1,29.7,29.48,10
7.0,5,2,2,4,33.4,1915.2,7.2,31.8,31.94,10
7.0,5,2,2,5,32.6,2100.36,10.32,33.28,32.66,25
7.0,5,2,2,6,32.93,2221.95,9.92,33.71,32.88,41
7.0,5,2,2,7,33.55,2527.24,10.97,34.99,31.71,80
7.0,5,2,2,8,33.19,2962.77,10.97,37.03,31.84,440
7.0,5,2,2,9,33.04,3259.27,11.44,38.58,31.09,2904
7.0,5,2,2,10,33.45,3279.23,12.26,38.92,32.36,78
7.0,5,2,2,99,32.53,2556.76,8.93,34.56,29.78,17
8.0,5,2,2,0,28.0,1190.0,6.0,27.0,22.0,1
8.0,5,2,2,1,34.89,941.0,7.0,24.33,24.51,9
8.0,5,2,2,2,42.0,1878.5,6.5,31.0,35.75,2
8.0,5,2,2,3,35.5,1898.75,6.25,30.25,34.27,4
8.0,5,2,2,4,44.0,2865.0,11.0,37.0,24.2,1
8.0,5,2,2,5,40.25,3294.25,11.0,36.25,34.17,4
8.0,5,2,2,6,32.5,2063.75,9.0,33.5,31.05,4
8.0,5,2,2,7,36.36,2126.8,9.32,31.72,33.3,25
8.0,5,2,2,8,34.37,2908.09,10.6,37.07,29.81,92
8.0,5,2,2,9,33.93,3224.88,11.74,38.44,29.82,714
8.0,5,2,2,10,33.93,3278.64,11.54,38.71,28.78,14
8.0,5,2,2,99,36.75,2483.75,9.5,34.0,30.15,4
1.0,6,2,2,0,28.25,1060.0,3.67,25.25,24.85,4
1.0,6,2,2,1,27.68,1023.0,3.56,23.47,25.95,19
1.0,6,2,2,2,33.2,2267.5,7.25,31.8,27.62,5
1.0,6,2,2,3,28.6,2081.2,7.8,32.0,24.3,5
1.0,6,2,2,4,30.22,2674.56,7.67,37.22,28.89,9
1.0,6,2,2,5,28.15,2239.3,9.68,33.1,31.01,20
1.0,6,2,2,6,31.08,2291.08,7.67,33.12,28.29,26
1.0,6,2,2,7,30.33,2542.63,7.78,34.25,29.75,52
1.0,6,2,2,8,29.94,2975.39,9.06,37.35,30.04,333
1.0,6,2,2,9,30.69,3185.54,9.62,38.44,29.73,3084
1.0,6,2,2,10,29.69,3281.45,7.59,38.92,29.59,98
1.0,6,2,2,99,27.0,3056.52,5.55,36.78,27.36,24
2.0,6,2,2,0,26.42,1154.18,5.0,24.42,27.71,12
2.0,6,2,2,1,25.09,815.89,4.03,23.91,27.81,79
2.0,6,2,2,2,26.84,1451.91,6.25,28.25,30.02,32
2.0,6,2,2,3,25.23,1565.67,5.34,29.77,31.08,30
2.0,6,2,2,4,25.8,1648.24,6.36,30.24,30.24,25
2.0,6,2,2,5,25.75,2304.89,7.8,33.72,29.35,57
2.0,6,2,2,6,25.13,2247.57,7.6,34.12,28.36,75
2.0,6,2,2,7,25.94,2469.31,8.14,34.98,29.95,190
2.0,6,2,2,8,25.8,2902.83,8.64,37.27,30.99,950
2.0,6,2,2,9,26.41,3117.03,9.58,38.32,30.92,7269
2.0,6,2,2,10,25.76,3175.36,9.95,38.54,31.71,192
2.0,6,2,2,99,25.53,2531.77,6.57,34.84,26.97,49
3.0,6,2,2,0,27.83,1079.87,4.72,23.65,32.44,18
3.0,6,2,2,1,26.8,664.1,5.41,22.88,28.8,147
3.0,6,2,2,2,26.06,1520.51,6.56,28.99,28.93,79
3.0,6,2,2,3,27.35,1610.79,6.67,29.61,31.97,57
3.0,6,2,2,4,27.45,1849.37,7.86,31.54,31.79,67
3.0,6,2,2,5,26.5,2170.37,8.93,33.22,31.49,126
3.0,6,2,2,6,27.27,2287.2,8.64,33.65,31.39,182
3.0,6,2,2,7,26.98,2482.14,9.24,34.74,32.99,434
3.0,6,2,2,8,26.96,2929.37,9.95,37.11,32.86,2231
3.0,6,2,2,9,27.04,3155.7,10.59,38.37,32.34,16825
3.0,6,2,2,10,26.66,3209.68,10.62,38.58,32.5,439
3.0,6,2,2,99,27.31,2491.31,7.13,34.88,30.73,100
4.0,6,2,2,0,26.18,1666.25,8.0,28.65,34.3,17
4.0,6,2,2,1,27.99,815.98,5.34,23.55,29.43,101
4.0,6,2,2,2,27.91,1394.62,7.28,27.71,31.95,57
4.0,6,2,2,3,27.9,1754.97,7.28,29.95,32.41,40
4.0,6,2,2,4,28.59,1788.31,8.47,31.03,31.88,59
4.0,6,2,2,5,27.91,2045.52,9.27,32.14,33.98,96
4.0,6,2,2,6,28.89,2253.41,9.49,33.59,33.01,174
4.0,6,2,2,7,28.14,2535.38,10.07,34.75,33.35,379
4.0,6,2,2,8,27.96,2934.48,10.73,37.11,33.57,1649
4.0,6,2,2,9,28.3,3185.39,11.09,38.33,33.29,12510
4.0,6,2,2,10,27.99,3275.55,11.39,38.69,32.99,340
4.0,6,2,2,99,28.05,2531.59,8.98,34.25,31.14,57
5.0,6,2,2,0,32.78,1265.44,5.56,26.67,34.26,9
5.0,6,2,2,1,30.56,663.32,4.47,22.83,30.02,48
5.0,6,2,2,2,31.0,1907.73,6.06,29.31,34.57,17
5.0,6,2,2,3,32.12,1803.62,7.69,31.94,34.09,16
5.0,6,2,2,4,31.26,2157.37,10.47,33.0,33.52,19
5.0,6,2,2,5,30.83,2191.46,7.91,32.91,31.59,35
5.0,6,2,2,6,29.62,2293.96,9.25,33.7,31.0,56
5.0,6,2,2,7,29.96,2698.09,9.99,35.51,34.02,150
5.0,6,2,2,8,30.02,2984.12,11.16,37.2,34.03,667
5.0,6,2,2,9,30.13,3232.42,11.53,38.39,33.63,4568
5.0,6,2,2,10,29.45,3360.86,12.0,38.75,33.53,122
5.0,6,2,2,99,29.47,2966.56,7.73,36.29,32.28,17
6.0,6,2,2,0,30.8,1373.38,8.9,25.4,33.81,10
6.0,6,2,2,1,31.74,934.74,6.8,24.56,29.1,62
6.0,6,2,2,2,32.48,1176.58,5.85,25.78,29.15,27
6.0,6,2,2,3,31.68,1661.3,8.37,29.87,30.31,31
6.0,6,2,2,4,31.64,1933.52,8.0,31.28,28.85,25
6.0,6,2,2,5,31.18,2054.47,8.55,31.95,31.73,40
6.0,6,2,2,6,31.74,2340.88,9.97,34.07,32.32,81
6.0,6,2,2,7,31.42,2318.73,10.02,33.92,32.02,203
6.0,6,2,2,8,31.73,2966.24,10.88,37.17,32.12,955
6.0,6,2,2,9,31.69,3248.76,11.5,38.52,31.79,7198
6.0,6,2,2,10,31.61,3315.43,11.37,38.79,33.23,170
6.0,6,2,2,99,34.33,2140.15,8.7,32.56,32.48,27
7.0,6,2,2,0,34.25,443.0,4.5,20.5,26.73,4
7.0,6,2,2,1,33.92,864.57,5.42,23.52,27.74,25
7.0,6,2,2,2,33.58,1150.4,4.91,24.5,30.33,12
7.0,6,2,2,3,36.38,1626.0,7.86,28.0,31.98,8
7.0,6,2,2,4,32.67,1333.0,7.0,28.44,31.09,9
7.0,6,2,2,5,33.65,1844.61,8.96,30.26,31.96,23
7.0,6,2,2,6,34.52,2227.0,8.7,32.93,30.77,27
7.0,6,2,2,7,33.1,2504.69,10.42,35.27,31.04,67
7.0,6,2,2,8,33.46,2980.68,11.18,37.2,32.59,360
7.0,6,2,2,9,33.3,3232.06,11.56,38.46,31.47,2884
7.0,6,2,2,10,33.61,3381.95,12.64,38.59,30.89,56
7.0,6,2,2,99,31.83,2851.5,10.67,35.17,29.98,6
8.0,6,2,2,0,40.0,2041.0,6.0,33.0,35.2,1
8.0,6,2,2,1,34.0,393.0,5.6,21.0,24.84,5
8.0,6,2,2,2,38.67,546.67,4.0,22.33,25.63,3
8.0,6,2,2,3,37.0,1881.75,7.25,30.0,30.0,4
8.0,6,2,2,4,31.25,1296.0,6.5,28.25,27.8,4
8.0,6,2,2,5,34.4,2252.6,11.2,33.4,29.1,5
8.0,6,2,2,6,32.71,2453.29,10.86,35.57,28.69,7
8.0,6,2,2,7,33.67,2706.09,14.5,36.58,28.17,12
8.0,6,2,2,8,34.2,2709.2,11.87,36.05,29.49,76
8.0,6,2,2,9,34.13,3244.58,11.36,38.52,29.8,610
8.0,6,2,2,10,34.58,3468.42,11.53,39.05,31.26,19
8.0,6,2,2,99,36.25,3561.25,8.75,38.5,30.43,4
1.0,7,2,2,0,28.0,2557.5,7.0,36.0,27.7,2
1.0,7,2,2,1,29.22,946.8,4.91,24.43,27.18,23
1.0,7,2,2,2,29.0,1481.44,4.9,27.7,27.5,10
1.0,7,2,2,3,32.12,2542.38,7.38,34.62,29.44,8
1.0,7,2,2,4,25.42,2792.55,8.83,35.08,26.27,12
1.0,7,2,2,5,29.15,2446.25,7.56,34.6,28.88,20
1.0,7,2,2,6,29.97,2706.54,8.35,35.03,29.35,35
1.0,7,2,2,7,30.6,2610.34,9.0,35.54,29.79,82
1.0,7,2,2,8,30.81,2974.22,8.97,37.36,29.23,356
1.0,7,2,2,9,30.56,3178.23,9.6,38.45,29.28,3554
