Month_code,Month,Birthplace_code,Birthplace,Delivery_method_code,Delivery_method,Fetal_presentation_code,Fetal_presentation,Five_min_APGAR_score_code,Five_min_APGAR_score,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Interval_Since_Last_Live_Birth_months,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
2,February,3,Unknown or Not Stated,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,30,2990,Not Applicable,36,7,36,20.3,1
2,February,3,Unknown or Not Stated,3,Primary C-section,1,Cephalic,9,9,24,3722,Not Applicable,44,14,41,21,1
2,February,3,Unknown or Not Stated,9,Unknown or Not Stated,1,Cephalic,0,0,28,,Not Applicable,,,,,1
2,February,3,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,28,,Not Applicable,,,,,1
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,27.76,1502.69,39.27,28.3,7.58,27.59,27.97,38
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,1,1,27.49,1205.21,53.47,26.2,6.24,25.62,28.94,298
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,26.78,2148.52,55.77,32.03,8.52,31.72,28.22,212
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,27.51,2654.98,48.18,35.11,10.36,35.12,28.61,180
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,27.66,2892.81,59.08,36.52,10.55,36.54,28.39,308
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,27.9,3014,55.23,37.41,10.88,37.15,27.13,550
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,28.03,3057.31,51.97,37.55,10.77,37.31,27.06,1139
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,27.92,3127.9,52.54,37.92,11.25,37.7,27.26,2935
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,27.96,3258.5,49.16,38.53,11.19,38.36,26.76,17892
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,28.41,3308.84,48.37,38.89,11.34,38.78,26.27,174334
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,27.84,3303.59,45.31,38.92,11.3,38.77,26.2,3526
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,28.86,2946.92,46.15,36.97,9.04,36.99,27.07,319
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,0,0,24.86,557.55,42.5,22.79,2.83,22.43,29.23,14
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,1,1,27.91,556.62,49.29,22.94,4.73,22.35,29.27,94
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,2,2,28.26,800.9,61.54,23.19,4.68,23.45,28.62,31
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,3,3,28.18,1110.06,45.71,26.47,3.93,25.88,27.52,17
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,4,4,31.69,1659.81,67.5,29.62,8.23,29.75,26.7,16
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,5,5,31.67,1307.42,23.75,28.83,8.3,28.67,23.69,12
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,6,6,31.13,1878.13,46.43,31.8,7.2,31.27,31.16,15
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,30.36,1839.46,49.83,33.25,9.92,32.93,24.39,28
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,29.95,2610.22,52.07,36.09,10.21,35.83,26.8,116
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,30.27,2883.07,46.55,37.51,11.17,37.36,26.47,416
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,27.67,3188.17,54,38.33,8.17,38.17,22.52,6
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,99,Unknown or Not Stated,28.88,819,112,25.57,5.12,25.29,25.32,8
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,0,0,34,366,54,23.5,0,22,30,2
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,1,1,27.38,641.4,26,21.33,3.87,21.47,25.83,16
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,2,2,27.5,1880.5,8,30,6,30,25,2
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,3,3,29,1744.5,Not Applicable,31,4.5,30.5,37.15,2
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,4,4,22,3963.5,Not Applicable,39,20,40,33.25,2
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,5,5,26.5,2855.75,20,37.5,10,37.75,30.65,4
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,6,6,22.38,3323.38,31,40.25,12.88,39.38,22.44,8
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,7,7,28,3180.44,73.38,37.5,15.75,38.44,26.89,18
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,27.85,3197.99,53.6,38.52,10.92,38.12,26.56,101
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,27.89,3287.6,45.42,38.78,11.7,38.82,25.74,692
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,30,3362.17,25.5,38.67,13,39,26.55,6
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,30.75,2762.25,56.5,35,6.25,33.5,31.85,4
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,0,0,22.5,454,Not Applicable,20.5,2.5,20.5,28.9,2
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,1,1,29,358,86,18.75,4.5,18.75,28.2,4
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,2,2,25.5,1158,28,26.5,2,27,23.1,2
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,5,5,25.67,1650,Not Applicable,31,3.5,29.67,28.37,3
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,6,6,22.5,3871.5,37,39,8.5,39,28.5,2
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,30.75,2751.25,16.5,35.25,8.75,35.5,24,4
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,28.22,3193.03,48.75,38.5,10.27,38.25,26.83,36
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,28.46,3338.09,49.5,38.85,10.83,38.74,26.33,299
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,29.14,3294.86,34.4,38.86,10.5,38.86,30.95,7
3,March,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,28.33,2783.5,20.33,36.5,7.67,36.62,24.5,12
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,34.5,373.5,56.5,20.5,2,20,26.75,2
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,1,1,30.48,639.53,54.79,22.15,4.26,21.85,30.45,21
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,2,2,31.4,1296.57,60,26.27,7.08,26.47,27.84,15
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,3,3,30.33,2577.22,43.14,35.44,10,35.56,28.02,9
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,4,4,31.21,2348.86,52.92,35.14,11.92,34.64,28.42,14
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,31.11,2848.61,34.07,37.44,7.41,35.94,30.76,18
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,31.57,3208.34,58.72,37.83,11.35,37.57,28.56,35
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,30.66,3100.74,43.26,37.32,10.49,37.16,28.27,108
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,30.85,3251.49,51.28,38.11,10.79,38.01,27.35,586
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,30.87,3319.9,45.32,38.76,10.85,38.66,26.86,5398
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,30.52,3365.38,41.86,38.58,10.15,38.68,25.75,85
3,March,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,28.58,2310,48.18,33.5,8.42,33.25,25.99,12
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,0,0,31,430,27,19.5,6,20.5,21.45,2
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,1,1,31.44,410.14,57.12,20.78,4.5,20.89,30.39,9
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,2,2,35.83,427.33,85.2,21.33,3.67,21.17,34.65,6
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,3,3,27,539,56,22,1,22,22.7,1
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,4,4,28,880,Not Applicable,30,7,26,35.5,1
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,5,5,27,965,38,27,15,27,45.7,1
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,6,6,29,1494.5,37,30.75,9,27.5,39.58,4
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,7,7,35,1836.67,137,31.67,8,32.33,32.4,3
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,8,8,30.67,2392.67,30.5,33.33,10.67,33,29.63,3
3,March,1,In Hospital,2,Vaginal after previous c-section,2,Breech,9,9,30.67,2934.8,57.3,37.53,11.64,37.13,26.57,15
3,March,1,In Hospital,2,Vaginal after previous c-section,3,Other,1,1,27.5,323.5,66.33,19.75,2.75,20,32.3,4
3,March,1,In Hospital,2,Vaginal after previous c-section,3,Other,2,2,28,553,51,21.5,2.5,21,27.3,2
3,March,1,In Hospital,2,Vaginal after previous c-section,3,Other,6,6,37,1160,18,29,8,29,18.7,1
3,March,1,In Hospital,2,Vaginal after previous c-section,3,Other,7,7,28,1440,66.5,27.5,2,28,27.8,2
3,March,1,In Hospital,2,Vaginal after previous c-section,3,Other,8,8,32,3208.67,25,40.33,9.33,40.33,26.4,3
3,March,1,In Hospital,2,Vaginal after previous c-section,3,Other,9,9,29.59,3386.73,48.88,39.77,11.47,39.41,27.08,22
3,March,1,In Hospital,2,Vaginal after previous c-section,3,Other,10,10,19,3555,30,39,8,39,21.7,1
3,March,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,1,1,29,408,34,22,0,22,21,1
3,March,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,7,7,29,3520,89,40,,40,23.7,1
3,March,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,8,8,32.25,3109.5,36.25,38.25,10.5,38,25.73,4
3,March,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,9,9,29.07,3349.36,48.58,38.93,9.15,38.71,29.6,14
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,0,0,27.53,2549.44,51.1,35.25,8.65,34.83,28.28,36
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,1,1,28.31,2392.82,59.07,34.59,9.82,34.21,29,121
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,2,2,28.57,2581.73,56.43,35.01,10.04,34.72,27.99,144
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,3,3,28.58,2561.32,55.89,35.05,9.91,34.69,29.63,149
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,4,4,28.74,2514.54,61.9,35.2,10.05,34.89,29.13,250
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,5,5,28.45,2583.34,65.49,35.41,10.51,35.22,29.75,392
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,6,6,28.76,2683,65.95,36.1,10.96,35.74,29.59,666
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,7,7,28.91,2767.64,67.81,36.45,10.96,36.18,28.94,1503
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,8,8,29.02,3028.97,62.88,37.49,11.43,37.28,28.98,6310
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,9,9,29.31,3283.55,61.57,38.6,11.86,38.48,28.41,36829
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,10,10,28.69,3401.99,59.88,39,12.06,38.85,28.35,717
3,March,1,In Hospital,3,Primary C-section,1,Cephalic,99,Unknown or Not Stated,28.68,2705.75,63.97,36.15,10.74,35.83,27.83,111
3,March,1,In Hospital,3,Primary C-section,2,Breech,0,0,27.8,1174.25,115.5,29.2,5.2,29.6,30.72,5
3,March,1,In Hospital,3,Primary C-section,2,Breech,1,1,27.89,1353.16,38.53,28.93,7.83,29,29.4,44
3,March,1,In Hospital,3,Primary C-section,2,Breech,2,2,28.96,1488.22,62.56,29.35,7.67,28.85,30.42,48
3,March,1,In Hospital,3,Primary C-section,2,Breech,3,3,29.48,1473.02,44.39,30,6.79,29.64,30.64,56
3,March,1,In Hospital,3,Primary C-section,2,Breech,4,4,28.7,1717.41,49.33,31.06,8.29,30.83,28.75,66
3,March,1,In Hospital,3,Primary C-section,2,Breech,5,5,29.04,1729.78,50.86,31.51,7.57,30.95,27.6,112
3,March,1,In Hospital,3,Primary C-section,2,Breech,6,6,29.75,1897.63,65.1,31.89,9.56,31.78,29.08,181
3,March,1,In Hospital,3,Primary C-section,2,Breech,7,7,29.46,1978.96,51.64,32.6,9.52,32.29,28.67,410
3,March,1,In Hospital,3,Primary C-section,2,Breech,8,8,29.67,2569.22,57.3,35.63,10.79,35.37,28.39,1362
3,March,1,In Hospital,3,Primary C-section,2,Breech,9,9,30.07,3010.63,57.3,37.67,11.59,37.5,26.95,6942
3,March,1,In Hospital,3,Primary C-section,2,Breech,10,10,28.91,3226.82,55.39,38.16,12.37,38.25,27.22,106
3,March,1,In Hospital,3,Primary C-section,2,Breech,99,Unknown or Not Stated,28.68,2068.82,31.83,32.37,8.71,32.63,26.24,19
3,March,1,In Hospital,3,Primary C-section,3,Other,0,0,24.5,2190,Not Applicable,34,5,32.5,21.2,2
3,March,1,In Hospital,3,Primary C-section,3,Other,1,1,29,1594.17,22,30,10.4,29.83,23.22,6
3,March,1,In Hospital,3,Primary C-section,3,Other,2,2,30,3160.5,52,37,11.5,39,25.75,2
3,March,1,In Hospital,3,Primary C-section,3,Other,3,3,29.62,1908.57,42,30.12,7,30.12,25.11,8
3,March,1,In Hospital,3,Primary C-section,3,Other,4,4,28.15,1738.08,64.5,32,8.46,31.69,25.26,13
3,March,1,In Hospital,3,Primary C-section,3,Other,5,5,29.18,2263.88,81.75,33.29,10.14,33.35,32.11,17
3,March,1,In Hospital,3,Primary C-section,3,Other,6,6,28.35,1857.35,41.95,31.21,9.33,31.32,29.23,34
3,March,1,In Hospital,3,Primary C-section,3,Other,7,7,31.18,2459.19,51.3,34.62,10.94,34.42,29.89,55
3,March,1,In Hospital,3,Primary C-section,3,Other,8,8,29.65,2714.59,54.13,35.87,10.41,35.82,28.83,164
3,March,1,In Hospital,3,Primary C-section,3,Other,9,9,29.92,3149.85,59.06,38.06,11.69,37.94,28.22,824
3,March,1,In Hospital,3,Primary C-section,3,Other,10,10,27.52,3342.76,36.5,38.86,11.1,38.9,28.47,21
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,0,0,34.5,2037.5,48,36.5,9.5,36.5,25.6,2
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,1,1,32,440,Not Applicable,22,7,22,39.7,1
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,2,2,31,2072.5,Not Applicable,33,10,31.5,20.6,2
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,3,3,18,2840,Not Applicable,40,25,39,20.4,1
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,4,4,24,1120,Not Applicable,33,7,30,36,1
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,5,5,30.67,2126.33,112,34.33,6.33,35,28.67,3
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,6,6,29.33,2805,Not Applicable,36.33,14,36.33,33.47,3
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,7,7,28.67,2773.11,43.4,35.44,10.75,35.89,30.88,9
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,8,8,28.33,3046.83,49.29,38.07,12.51,37.14,30.51,42
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,9,9,28.6,3284.52,65.03,38.74,11.94,38.37,29.28,219
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,10,10,29.6,3178.8,67,38.8,10.8,37.4,28.52,5
3,March,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,99,Unknown or Not Stated,36,3414,Not Applicable,41,,41,28.7,1
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,0,0,32,2495,64,33.88,12.38,33,32.4,8
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,1,1,30.42,2701.36,42.69,34.31,7.73,34.31,29.89,36
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,2,2,31,2880.84,54.21,36.22,11.12,36.04,32.07,45
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,3,3,31.58,2602.72,52.29,35.3,9.37,34.88,30.64,43
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,4,4,30.09,2647.36,51.93,34.97,9.36,34.92,29.73,77
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,5,5,29.98,2811.55,50.65,35.74,9.39,35.56,30.17,146
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,6,6,30.59,2810.6,57.57,35.73,10.16,35.8,30.4,291
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,7,7,31.1,2951.61,51.81,36.6,10.73,36.43,30.75,726
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,8,8,30.67,3208.34,51.93,37.79,11.04,37.6,30.1,4203
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,9,9,31.04,3341.47,51.67,38.5,11.36,38.36,29.14,32906
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,10,10,30.51,3399.51,47.7,38.69,11.43,38.6,28.79,816
3,March,1,In Hospital,4,Repeat C-section,1,Cephalic,99,Unknown or Not Stated,30.35,3099.98,54.36,37.4,11,37.12,30.29,43
3,March,1,In Hospital,4,Repeat C-section,2,Breech,1,1,31.38,1685.31,53.27,29.69,8,29.46,31.05,13
3,March,1,In Hospital,4,Repeat C-section,2,Breech,2,2,29.58,1435.67,27.67,28.92,6.08,28.92,28.41,12
3,March,1,In Hospital,4,Repeat C-section,2,Breech,3,3,33.5,1986.7,100.86,31.5,10.29,31.3,30.58,10
3,March,1,In Hospital,4,Repeat C-section,2,Breech,4,4,32.38,2280.83,48.82,32.29,8.71,32.42,32.5,24
3,March,1,In Hospital,4,Repeat C-section,2,Breech,5,5,32.9,1723.86,57.56,31.38,8.03,31.03,30.65,29
3,March,1,In Hospital,4,Repeat C-section,2,Breech,6,6,31.1,1885.64,46.16,32.31,9.4,32.07,29.7,42
3,March,1,In Hospital,4,Repeat C-section,2,Breech,7,7,32.33,2236.19,56.79,33.58,9.95,32.91,30.81,119
3,March,1,In Hospital,4,Repeat C-section,2,Breech,8,8,31.79,2754.91,53.09,35.67,10.71,35.48,31.08,343
3,March,1,In Hospital,4,Repeat C-section,2,Breech,9,9,31.91,3007.52,51.83,37.32,11.5,37.18,29.1,1619
3,March,1,In Hospital,4,Repeat C-section,2,Breech,10,10,32.39,3484.86,51.85,38.68,12.61,38.46,28.28,28
3,March,1,In Hospital,4,Repeat C-section,2,Breech,99,Unknown or Not Stated,32,2830,17,36,6,36,23.5,1
3,March,1,In Hospital,4,Repeat C-section,3,Other,0,0,33,1277.5,20.33,29.75,4,27.75,27.4,4
3,March,1,In Hospital,4,Repeat C-section,3,Other,1,1,31,1635.5,48,31.5,8.5,32.5,36.1,2
3,March,1,In Hospital,4,Repeat C-section,3,Other,2,2,31.33,1982,83,31.67,10,32.33,38.3,3
3,March,1,In Hospital,4,Repeat C-section,3,Other,3,3,33.5,2395,57,34.75,11,33.5,31.12,4
3,March,1,In Hospital,4,Repeat C-section,3,Other,4,4,31.5,1432.5,Not Applicable,28.5,2,30.5,32.35,2
3,March,1,In Hospital,4,Repeat C-section,3,Other,5,5,25.67,2960.33,58,38.67,12.33,38,31.5,3
3,March,1,In Hospital,4,Repeat C-section,3,Other,6,6,31.56,2514.67,37.88,34.67,10.14,35.11,28.8,9
3,March,1,In Hospital,4,Repeat C-section,3,Other,7,7,28.96,2267.13,38.62,34.13,11.91,33.48,32.85,23
3,March,1,In Hospital,4,Repeat C-section,3,Other,8,8,31.64,2965.27,55.75,36.82,11.21,36.63,30.06,78
3,March,1,In Hospital,4,Repeat C-section,3,Other,9,9,31.39,3293.62,50.93,38.22,10.89,38,29.88,359
3,March,1,In Hospital,4,Repeat C-section,3,Other,10,10,31.67,3422.44,46.12,39.11,11.11,39.22,34.06,9
3,March,1,In Hospital,4,Repeat C-section,3,Other,99,Unknown or Not Stated,28,720,92,22,0,22,27.5,1
3,March,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,3,3,37,2570,45,33,12,35,35.3,1
3,March,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,6,6,29,3480,22,39,11,39,33.4,1
3,March,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,7,7,26,3177,45.75,37.25,9.5,37.5,23.43,4
3,March,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,8,8,30.59,2972.11,49.75,37.56,10.54,37.3,30.16,27
3,March,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,9,9,30.12,3374.63,54.99,38.62,12.59,38.44,30.04,224
3,March,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,10,10,28.67,3446,31.17,38.67,13.67,38.67,28.6,6
3,March,1,In Hospital,4,Repeat C-section,9,Unknown or Not Stated,99,Unknown or Not Stated,28,2594,14,34,0,34,,1
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,2,2,41,3487,23,40,14,40,25.6,1
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,6,6,39.33,3271.67,22.5,38.5,1,39,29,3
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,7,7,29,3137.33,25,40,2.33,38.33,24.95,3
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,8,8,29.06,3138.28,31,38.12,7.56,38.06,24.87,18
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,28.46,3211.52,49.46,38.41,8.97,38.54,25.08,112
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,28.43,3033.57,68.25,37.57,0.5,37.14,28.86,7
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,24,249,Not Applicable,19,,19,,1
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),2,Breech,5,5,29,,Not Applicable,18,2,18,31,1
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),2,Breech,6,6,27,2170,Not Applicable,36,7,36,22.5,1
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),2,Breech,9,9,25,3695,67,40,12,40,23.6,1
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),3,Other,9,9,33,3170,30,42,7,40,23.4,1
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,8,8,25,2973.33,Not Applicable,36.33,13,36.33,26.9,3
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,9,9,28,3431.67,111,39.33,15.5,39.67,29.95,3
3,March,1,In Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,99,Unknown or Not Stated,27,1634,Not Applicable,32,0,32,,2
3,March,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,6,6,25,3317,Not Applicable,37,0,37,20,1
3,March,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,7,7,25,2466.5,Not Applicable,38,13.5,38,34.2,2
3,March,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,8,8,26,3033.6,18,38.6,5.25,38.2,21.07,5
3,March,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,9,9,30.11,3631.79,71.8,39.42,9.06,39.11,29.44,19
3,March,1,In Hospital,6,C-section (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,24,3062,Not Applicable,38,15,37,28.2,1
3,March,1,In Hospital,6,C-section (unknown if previous c-section),2,Breech,9,9,26.5,3318.17,30.33,38.33,7.83,38,22.12,6
3,March,1,In Hospital,6,C-section (unknown if previous c-section),9,Unknown or Not Stated,8,8,18,3289,Not Applicable,37,0,37,36,1
3,March,1,In Hospital,6,C-section (unknown if previous c-section),9,Unknown or Not Stated,9,9,22,3970,Not Applicable,41,14,41,25.7,1
3,March,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,8,8,27,3319.33,31,40.33,6.5,38,30.63,3
3,March,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,9,9,27.41,3428.63,50.27,38.89,10.88,39.33,23.15,27
3,March,1,In Hospital,9,Unknown or Not Stated,1,Cephalic,99,Unknown or Not Stated,35,,Not Applicable,32,,32,23.7,1
3,March,1,In Hospital,9,Unknown or Not Stated,2,Breech,2,2,21,830,Not Applicable,26,8,26,35.3,1
3,March,1,In Hospital,9,Unknown or Not Stated,2,Breech,5,5,34,1730,103,38,8,29,16.9,1
3,March,1,In Hospital,9,Unknown or Not Stated,2,Breech,9,9,34,2235,Not Applicable,35.5,21,35.5,24.35,2
3,March,1,In Hospital,9,Unknown or Not Stated,3,Other,1,1,28,1740,Not Applicable,29,7,29,37.2,1
3,March,1,In Hospital,9,Unknown or Not Stated,3,Other,5,5,24,,Not Applicable,40,4,26,47.3,1
3,March,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,8,8,25,2979.33,25,36,10.5,36,24.75,3
3,March,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,27.89,3344,26.43,37.94,10.42,37.83,28.32,18
3,March,1,In Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,29.67,,Not Applicable,,0,,25.7,3
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,26.45,2678,45.71,37.7,4.09,37.4,23.08,11
