Mother_Education_Code,Mother_Weight_Gain_Code,Pre-pregnancy_Diabetes_Code,Pre-pregnancy_Hypertension_Code,Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
4,59,2,2,2,23.25,3369.75,38.5,11,38.25,25.88,4
4,59,2,2,3,24.8,3370.4,36.6,12,38.6,24.75,5
4,59,2,2,4,33,3171,38.5,16,38.5,22.2,2
4,59,2,2,5,23.57,3494,38.86,14.14,39,24.7,7
4,59,2,2,6,29.8,3297.8,39.3,10.4,38.7,28.54,10
4,59,2,2,7,27.3,3345.09,37.91,11.64,37.86,27.15,44
4,59,2,2,8,27.81,3375.71,38.35,11.47,38.11,27.48,314
4,59,2,2,9,27.49,3453.41,38.89,11.86,38.79,26.09,1999
4,59,2,2,10,27.37,3479.71,38.71,11.04,38.8,25.2,51
4,59,2,2,99,25.2,3346.8,40.2,12,39.6,23.04,5
5,59,2,2,2,33.5,2951.5,38.5,12,37.5,32.65,2
5,59,2,2,5,32.88,3620.25,37.62,12,37.25,33.24,8
5,59,2,2,6,29.2,3576.8,38.2,11.6,38.6,28.44,5
5,59,2,2,7,31,3610.8,38.3,10.4,38.55,29.19,20
5,59,2,2,8,30.36,3414.88,38.48,12.39,37.99,27.48,119
5,59,2,2,9,29.57,3480.27,38.98,12.32,38.79,26.18,665
5,59,2,2,10,28.67,3617.5,39.56,12.83,39.22,25.34,18
5,59,2,2,99,23,3741,40,15,40,27.4,1
6,59,2,2,1,32.25,2632.75,37.75,12.5,35.5,25.32,4
6,59,2,2,2,29,3299.33,39,13,38,28.37,3
6,59,2,2,3,35,4139,38,12,38,31.6,1
6,59,2,2,4,29.5,3969.5,39.5,12.5,39.5,25.85,2
6,59,2,2,5,34.67,2476,34.17,9,33.67,29.02,6
6,59,2,2,6,31.64,3189.71,37.86,15.31,37.57,24.71,14
6,59,2,2,7,31,3416.12,38,12.24,37.65,26.17,43
6,59,2,2,8,30.84,3388.19,38.55,12.24,38.16,26.16,199
6,59,2,2,9,31.4,3495.47,38.9,12.47,38.74,25.56,1507
6,59,2,2,10,31.71,3513.32,38.79,11.44,38.76,25.43,34
6,59,2,2,99,31,2915,40,13,40,25.5,1
7,59,2,2,2,32,2750,39,10,39,18.6,1
7,59,2,2,4,34,3190,36,15,36,23.4,1
7,59,2,2,5,32.75,3576.75,36.5,13.5,37.25,22.88,4
7,59,2,2,6,36.33,3184.67,38.33,13,38.67,23.93,3
7,59,2,2,7,32.6,3457.13,37.67,14.2,37.6,26.91,15
7,59,2,2,8,32.38,3303.58,38,11.43,37.81,26.72,73
7,59,2,2,9,32.82,3465.54,38.8,12.82,38.63,25.74,684
7,59,2,2,10,35.5,3426.67,38.5,11.5,39.5,26.17,6
8,59,2,2,3,38,4420,41,15,41,23,1
8,59,2,2,6,31.5,2423,36.5,12,36.5,20.25,2
8,59,2,2,7,30,2392,34.67,11,34.67,22.37,3
8,59,2,2,8,33,3533.77,38.31,12.77,38.31,24.82,13
8,59,2,2,9,33.95,3492.47,38.83,12.6,38.73,24.75,167
8,59,2,2,10,27,3289,39,9,39,21.1,1
8,59,2,2,99,41,4309,40,13,41,21.8,1
,59,2,2,0,22,510,23,0,23,26.6,1
,59,2,2,1,22,2268,34,7,34,33.9,1
,59,2,2,5,31,3637,40,12,40,24.7,1
,59,2,2,6,27,2325,36,15,36,19.5,1
,59,2,2,7,31,4230,39,5,39,24.8,1
,59,2,2,8,27.33,3398.67,39.33,14,39.33,26.23,6
,59,2,2,9,30.05,3313.2,38.76,10.98,38.67,26.27,86
,59,2,2,10,34,3657,39,9,39,22.5,1
1,60,2,2,3,26.5,3317,38.5,6,38.5,31.95,2
1,60,2,2,4,32,3620,39,8,39,39.5,1
1,60,2,2,6,35.6,3671,38.4,5.8,38.6,26.85,5
1,60,2,2,7,20,3062,38.5,2,39,23.25,2
1,60,2,2,8,26.23,3482.82,38.64,7.79,37.91,27.33,22
1,60,2,2,9,27.86,3472.78,38.85,9.84,38.81,26.26,210
1,60,2,2,10,29.83,3520.17,40.17,9.83,39.5,25.65,6
2,60,2,2,2,24,3714,41,12,39,40.2,1
2,60,2,2,3,31.2,3073,36.8,9,36.4,26.62,5
2,60,2,2,4,20,2877.5,39.5,10,39,36,2
2,60,2,2,5,24.14,3089.29,37.29,7.43,36.86,26,7
2,60,2,2,6,24.06,3239.61,38.78,11.78,38.06,26.48,18
2,60,2,2,7,24.49,3344.92,38.51,11,38.08,26.95,37
2,60,2,2,8,24.57,3262.71,38.14,10.16,38.06,26.6,189
2,60,2,2,9,24.48,3386.88,38.77,10.28,38.76,25.99,1497
2,60,2,2,10,23.71,3361.59,39,10.52,38.62,26.03,34
2,60,2,2,99,23,3418.62,38.77,8.08,39,22.81,13
3,60,2,2,1,24.83,2369,33,7.67,32.83,28.17,6
3,60,2,2,2,24.33,2931.44,38.56,10.44,37.56,29.19,9
3,60,2,2,3,24.83,3058.17,38.17,11.67,37,27.63,6
3,60,2,2,4,23.88,3178.62,39.5,7.38,38.62,28.59,8
3,60,2,2,5,26.32,2945.04,37.54,8.96,37.21,28.26,28
3,60,2,2,6,24.11,3089.04,37.94,11.73,37.7,26.62,47
3,60,2,2,7,26.21,3241.91,38.34,11.17,37.82,28.54,127
3,60,2,2,8,25.68,3354.63,38.4,11.08,38.28,26.92,661
3,60,2,2,9,25.74,3410.62,38.89,11.18,38.76,26.23,4329
3,60,2,2,10,26.47,3435.1,38.92,11.05,38.68,26.02,97
3,60,2,2,99,26,3215.5,39.17,9.5,38.17,25.78,18
4,60,2,2,0,20,2863,39,8,39,30.6,1
4,60,2,2,1,29,4029,39,11,38.5,29.33,4
4,60,2,2,2,26,3621,39.4,12,40.4,23.1,5
4,60,2,2,3,27.7,2808.8,34.8,9.9,35.4,29.3,10
4,60,2,2,4,27.5,3365.42,38.75,14.33,38.75,27.38,12
4,60,2,2,5,27.08,3175.23,38.62,12.77,38.62,29.34,13
4,60,2,2,6,29.8,3325.23,38.77,12.48,38.2,27.1,30
4,60,2,2,7,27.82,3283.82,38.39,11.46,37.9,26.87,94
4,60,2,2,8,27.74,3426.07,38.63,11.7,38.44,27.13,535
4,60,2,2,9,27.59,3456.96,38.92,11.66,38.75,26.55,3544
4,60,2,2,10,28.21,3430.22,39.05,11.37,38.89,24.83,73
4,60,2,2,99,30.5,3390.47,39.06,7.93,38.69,26.03,16
5,60,2,2,0,37,3941,41,13,40,24.2,1
5,60,2,2,1,28,3230,36,20,37,38,1
5,60,2,2,2,31.5,2848.5,34.75,12.25,34.25,24.73,4
5,60,2,2,3,33.5,3148,38.5,7.5,37.5,26.55,2
5,60,2,2,4,36,3291,37,10.5,37,21.75,2
5,60,2,2,5,28.87,3298.27,37.53,12.13,37.8,30.49,15
5,60,2,2,6,30.23,2809.38,36.85,10.92,36,25.62,13
5,60,2,2,7,30.18,3111.03,37.71,10.88,37.53,26.33,34
5,60,2,2,8,30.2,3391.48,38.24,11.59,38.09,27.39,197
5,60,2,2,9,29.67,3485.53,38.84,12.03,38.7,26.5,1240
5,60,2,2,10,31.06,3718,39.1,12.23,39.26,25.19,31
5,60,2,2,99,33.67,3844,41.67,11.67,41,28.43,3
6,60,2,2,0,29.5,4190.5,37.5,7,37.5,23.05,2
6,60,2,2,1,31.75,2735.75,37.5,12.5,34.75,23.25,4
6,60,2,2,2,25.5,3715.5,39,8,39,25.05,2
6,60,2,2,3,31.14,2566.71,35.29,11.71,34.14,25.37,7
6,60,2,2,4,29.29,3431.21,38.57,11.93,37.64,26.96,14
6,60,2,2,5,31.12,3053.19,36.75,11.69,37.06,25.22,16
6,60,2,2,6,32,3145.88,37.76,11.72,37.76,27.08,25
6,60,2,2,7,30.49,3261.97,38.25,12.26,38.04,26.29,67
6,60,2,2,8,30.99,3400.81,38.45,12.21,38.41,26.27,351
6,60,2,2,9,31.23,3516.5,38.9,12.22,38.78,25.88,2874
6,60,2,2,10,31.55,3717.04,39.87,12,39.56,25.16,55
6,60,2,2,99,33.14,3504.29,39.71,10.86,39,23.7,7
7,60,2,2,1,32,2067.5,31.5,10,33.5,26.2,2
7,60,2,2,2,38,3780,37,36,38,27.4,1
7,60,2,2,3,32.4,2165.4,32.8,12.8,33.8,25.9,5
7,60,2,2,4,32,2200,35,15,35,21,1
7,60,2,2,5,34.12,3033.62,36.62,15.38,36.62,25.5,8
7,60,2,2,6,33.67,3184.78,37.56,10.22,37.67,27.52,9
7,60,2,2,7,31.53,3256.53,37.76,12.26,37.71,26.77,34
7,60,2,2,8,32.71,3418.76,38.32,12.47,38.21,25.65,146
7,60,2,2,9,32.91,3493.48,38.76,12.69,38.68,25.92,1324
7,60,2,2,10,32.43,3731.96,38.91,12.9,39.09,25.27,23
7,60,2,2,99,35,3119.75,37,11.5,38.75,27.48,4
8,60,2,2,1,26,3040,41,12,41,24.7,1
8,60,2,2,5,34.67,3108.33,37.33,9.67,37.33,29.93,3
8,60,2,2,6,30,2416,37,10,37,26.5,1
8,60,2,2,7,31.8,3737.6,39.2,11.5,38.6,28.92,5
8,60,2,2,8,33.83,3160.73,37.68,12.73,37.8,26.01,41
8,60,2,2,9,33.41,3451.49,38.69,12.35,38.54,25.4,327
8,60,2,2,10,32.14,3444.57,38.29,11.86,37.57,27.27,7
8,60,2,2,99,25,4565,40,13,40,26.4,1
,60,2,2,2,34,2560,35,0,35,21.9,1
,60,2,2,5,34,1468.5,33.5,6.5,33.5,23.75,2
,60,2,2,7,32.67,3017.67,37.67,13.4,37.67,28.33,6
,60,2,2,8,33.46,3107.38,38.15,8.64,37.46,28.18,13
,60,2,2,9,30.22,3532.14,39.02,11.1,38.91,25.06,133
,60,2,2,99,22.5,4106,40.5,14,40.5,22.15,2
1,61,2,2,1,32,4508,36,5,36,23.7,1
1,61,2,2,2,38,2296,36,0,36,21.1,1
1,61,2,2,7,19,1644,33,11,32,22.6,1
1,61,2,2,8,29,3489.31,38.69,8.23,38.31,24.61,13
1,61,2,2,9,26.73,3515.99,39.23,10.3,39.06,26.43,70
1,61,2,2,99,26,0,38,2,38,26.6,1
2,61,2,2,2,17,4450,41,14,39,23,1
2,61,2,2,3,27,3512.67,36.67,9,37.67,28.03,3
2,61,2,2,4,33,694,17,4,29,28.2,1
2,61,2,2,5,25.5,3841,40,8.25,40.25,27.73,4
2,61,2,2,6,22.86,3046.43,38.29,11.57,38.14,24.14,7
2,61,2,2,7,21.79,3458.95,39,10.68,38.84,25.26,19
2,61,2,2,8,23.24,3331.77,38.79,10.79,38.56,25.9,94
2,61,2,2,9,24.1,3389.71,38.98,10.72,38.85,26.21,706
2,61,2,2,10,23,3257.2,38.1,11.5,38.9,23.51,10
3,61,2,2,0,19,0,40,12,40,20.4,1
3,61,2,2,1,23,3723.33,38.67,7.33,38.67,27.8,3
3,61,2,2,2,25.5,1947,33,6,32.5,26.35,2
3,61,2,2,3,32.25,2878,36.25,9.75,35.25,27.48,4
3,61,2,2,4,23.2,2891.6,36.4,9.6,36.6,28.5,5
3,61,2,2,5,25.12,2764.62,37.81,11.5,37.5,26.4,16
3,61,2,2,6,25.22,3204.57,38.39,10.43,37.65,29.47,23
3,61,2,2,7,23.09,3482.85,39.04,12.35,38.61,28.38,46
3,61,2,2,8,25.51,3328.49,38.57,11.76,38.28,26.84,256
3,61,2,2,9,25.52,3408.1,38.93,11.58,38.8,25.99,1905
3,61,2,2,10,24.27,3368.82,38.36,10.98,38.73,26.25,44
3,61,2,2,99,24.33,2550,38.5,4,38,20.6,3
4,61,2,2,2,31.5,3161.5,37,15,37,34.65,2
4,61,2,2,3,26,3900,39.5,12.25,40,22.1,4
4,61,2,2,4,27.38,3329.75,39,12.88,38.75,26.75,8
4,61,2,2,5,30.44,3128,37.78,9.33,38.11,26.92,9
4,61,2,2,6,26.25,3024.75,39.12,11.31,38.81,27.96,16
4,61,2,2,7,26.85,3152.98,37.49,11.38,37.32,27.2,59
4,61,2,2,8,26.89,3479.49,38.5,11.71,38.43,27.41,197
4,61,2,2,9,27.53,3458,38.89,11.75,38.77,25.85,1618
4,61,2,2,10,27.29,3619.92,39.46,12.25,39.12,24.82,24
4,61,2,2,99,23,3102.5,39.5,10,39.5,23.65,2
5,61,2,2,2,25,3288,41,9,39,26.6,1
5,61,2,2,3,31.5,2430,36,11,36,34.55,2
5,61,2,2,5,33,3180,39.5,9.5,39.5,26.3,2
5,61,2,2,6,30,3248.4,37.8,6.8,36.4,24.58,5
5,61,2,2,7,32.77,3240.15,36.69,13.92,37.23,28.33,13
5,61,2,2,8,29.92,3386.53,38.93,12.37,38.33,26.92,72
5,61,2,2,9,29.35,3476.26,38.73,12.27,38.78,26.73,524
5,61,2,2,10,29.06,3626.88,39.5,11.62,39.31,24.75,16
6,61,2,2,0,38,2438,37,10,37,37.9,1
6,61,2,2,1,28,2240,34,8,35,20.4,1
6,61,2,2,4,31.6,3085,37.8,10.4,38,27.4,5
6,61,2,2,5,32,3160.67,37.33,13,37.78,26.46,9
6,61,2,2,6,29.5,3505,38.6,11.7,38.6,24.65,10
6,61,2,2,7,31.27,3351.5,38.14,11.18,37.95,28.81,22
6,61,2,2,8,31.11,3320.11,37.92,12.04,37.82,26.66,171
6,61,2,2,9,31.2,3473.57,38.88,12.48,38.76,25.62,1146
6,61,2,2,10,30.27,3470,39.27,10.43,39.23,26.54,22
6,61,2,2,99,36,907,24,5,25,20.8,1
7,61,2,2,1,35,414,22,3,20,28.5,1
7,61,2,2,4,30,4423,37,16,38,23.5,1
7,61,2,2,5,29,3105,40,16,40,25.8,1
7,61,2,2,6,33.8,3371.8,38.2,12.4,38.2,25.22,5
7,61,2,2,7,31.3,3468.1,38,11.5,38,26.66,10
7,61,2,2,8,32.31,3381.31,38.05,11.96,37.98,26.52,55
7,61,2,2,9,32.86,3503.78,38.93,12.57,38.79,25.66,458
7,61,2,2,10,28,3485.6,38,14.4,38,26.3,5
8,61,2,2,6,31.5,3269,39.5,13.5,39.5,22.1,2
8,61,2,2,7,32,2568.5,35.75,8.75,34.25,30.92,4
8,61,2,2,8,34,3348.04,38.39,13.27,38.17,26,23
8,61,2,2,9,33.44,3399.96,38.16,12.31,38.31,24.58,134
8,61,2,2,10,37.67,3700,38.67,16,38.67,26.5,3
,61,2,2,7,23,4100,40,7,40,29.1,1
,61,2,2,8,28.33,3934.33,40.17,13.83,40.17,31.1,6
,61,2,2,9,28.76,3332.66,38.76,11.38,38.61,24.06,71
,61,2,2,10,23,3325,40,12,40,25.5,1
1,62,2,2,6,35.33,3231,36.67,7.67,37.33,22.83,3
1,62,2,2,7,24.25,2965,36.75,8.75,36.75,27.52,4
1,62,2,2,8,27.76,3441.88,38.12,9.4,38,24.08,17
1,62,2,2,9,26.69,3437.3,38.75,10.01,38.57,25.72,96
1,62,2,2,10,30,3526.8,40,9.2,39.8,28.2,5
2,62,2,2,1,34,1305,29,5,28,24.8,1
2,62,2,2,3,21,3707,40,12.33,40,23.83,3
2,62,2,2,4,19.5,2935,38.5,20,38,22.3,2
2,62,2,2,5,20,3516.67,40.67,13,38.67,34.83,3
2,62,2,2,6,30.75,2527.5,35.5,12,35.25,35.12,4
2,62,2,2,7,20.5,3334.1,38.8,7.8,38.9,24.36,10
2,62,2,2,8,24.46,3311.1,38.78,9.77,38.46,25.27,90
2,62,2,2,9,23.77,3396.84,38.91,10.49,38.83,25.51,675
2,62,2,2,10,23.31,3478.62,39.5,10.69,39.38,25.74,16
3,62,2,2,0,19,3650,39,9,38,22,1
3,62,2,2,2,21,3614.5,40.5,10.5,39,23.45,2
3,62,2,2,3,25,4167,36,12.5,37,30.25,2
3,62,2,2,4,26.67,3462.67,38.33,11.17,38.5,24.12,6
3,62,2,2,5,25.41,3200.53,37.88,10.06,38.12,24.29,17
3,62,2,2,6,26.57,2967.3,37.91,11.59,37.65,27.33,23
3,62,2,2,7,25.73,3277.37,38.88,12.14,38.31,27.53,52
3,62,2,2,8,25.94,3331.75,38.29,11.29,38.25,26.48,298
3,62,2,2,9,25.45,3420.33,38.89,11.39,38.77,26.04,1988
3,62,2,2,10,24.3,3456.7,39.22,12.19,39,24.96,37
3,62,2,2,99,27.67,3398,39,11,39,23.1,3
4,62,2,2,1,37,3220,41,8,39,30.1,1
4,62,2,2,3,26.33,2810.5,35.17,10.5,35,24.67,6
4,62,2,2,4,32.6,2225,34.6,8.4,34,28.46,5
4,62,2,2,5,29.33,3696,38.44,12.75,38.22,27.93,9
4,62,2,2,6,28.62,3519.81,38.76,11.5,37.9,29.5,21
4,62,2,2,7,27.81,3097.32,37.83,11.98,37.74,26.61,47
4,62,2,2,8,27.82,3440.07,38.58,11.97,38.44,27.1,196
4,62,2,2,9,27.41,3470.64,38.97,11.82,38.84,26.07,1557
4,62,2,2,10,27.44,3705.22,39.19,10.53,39.11,25.4,36
4,62,2,2,99,27.33,3722.33,38.83,10,38.83,27.47,6
5,62,2,2,2,24,4167,42,13,40,24.6,1
5,62,2,2,4,29,3430,37,14,37,33.3,1
5,62,2,2,5,28.8,3481.2,38,10.4,39.2,25.54,5
5,62,2,2,6,30.83,3378.67,38.33,12.83,38,25.38,6
5,62,2,2,7,31.7,3298.6,37.4,9.2,37.3,26.55,10
5,62,2,2,8,30.07,3391.61,38.59,13.63,38.15,27.15,85
5,62,2,2,9,29.61,3508.86,38.8,11.99,38.69,26.14,514
5,62,2,2,10,29.75,3724.75,39.17,12.33,39.33,26.31,12
5,62,2,2,99,25,4139,42,16,40,24.1,1
6,62,2,2,2,37,3323,39.5,10,39.5,22.85,2
6,62,2,2,3,28,3475,40,15,40,29.5,1
6,62,2,2,4,32.8,3376.2,38,13.8,38,24.66,5
6,62,2,2,5,29.5,2583.75,37.25,13.75,37,23,4
6,62,2,2,6,32.4,2770.1,35.6,12.38,35.5,25.86,10
6,62,2,2,7,31.23,3047.95,37.23,13.24,36.68,27.47,22
6,62,2,2,8,31,3342.49,38.22,11.55,37.96,26.21,168
6,62,2,2,9,31.32,3497.01,38.82,12.43,38.63,25.68,1131
6,62,2,2,10,30.2,3430.5,39,12.15,38.9,25.03,20
6,62,2,2,99,25,3815,40,13,41,22.7,1
7,62,2,2,3,31,2160,28,6,31,21.8,1
7,62,2,2,4,36,3363,39,13,37.5,24.45,2
7,62,2,2,5,33.14,2489.71,35.14,10.71,35.14,25.93,7
7,62,2,2,6,35,3033.5,36.25,8.5,35.75,24.22,4
7,62,2,2,7,35.12,3010.75,35.5,11,37.12,28.15,8
7,62,2,2,8,32.81,3337.42,37.75,11.88,37.78,26.36,64
7,62,2,2,9,32.53,3503.43,38.8,12.48,38.7,25.77,523
7,62,2,2,10,33.5,3436,38.29,12.07,37.93,25.14,14
7,62,2,2,99,30.33,2974.67,39,6.67,38.33,24.33,3
8,62,2,2,5,31,3160,40,13,40,22.6,1
8,62,2,2,6,38.5,3345,39,17,39,26.1,2
8,62,2,2,7,31.17,3063,37,16.5,36.67,26.2,6
8,62,2,2,8,34.17,2875.83,36.33,12,36,25.59,12
8,62,2,2,9,33.74,3409.27,38.33,12.84,38.48,24.53,89
8,62,2,2,10,33.33,3796.67,39,13.67,39.33,22.53,3
,62,2,2,6,30.33,2383,36.33,12.33,36,27.3,3
,62,2,2,7,35,3960,39,6,39,22.3,1
,62,2,2,8,26.38,3844.5,39,10.12,38.5,31.16,8
,62,2,2,9,29.04,3519.78,39.29,11.59,39.08,25.86,67
1,63,2,2,6,15,3450,41,6,41,25.8,1
1,63,2,2,7,30.33,2608.33,35.33,6,35.67,25.83,3
1,63,2,2,8,28.58,3229.33,38.58,8.67,38.42,23.78,12
1,63,2,2,9,26.79,3409.18,38.62,9.19,38.75,26.51,73
1,63,2,2,10,25.33,3271.33,40,10.33,39,32.43,3
2,63,2,2,2,19,3095,41,10.5,39.5,37.45,2
2,63,2,2,3,17,3289,39,11,36,21.3,1
2,63,2,2,5,24,2289.67,34.33,11.67,33.67,28.83,3
2,63,2,2,6,22,3754,40.5,11.5,40,23.6,2
2,63,2,2,7,22.46,3364.92,38.69,11.15,38.69,27.03,13
2,63,2,2,8,23.15,3368.07,38.54,10.93,38.61,25.84,97
2,63,2,2,9,23.57,3363.36,39.01,10.64,38.85,25.14,686
2,63,2,2,10,21.42,3535,39.33,9.8,38.75,24.27,12
3,63,2,2,1,25.33,2640.33,36.5,7.67,36,27.33,6
3,63,2,2,2,19.5,1955,38.5,14,35.5,22.05,2
3,63,2,2,3,22.6,3421,39.4,11,39.4,24.48,5
3,63,2,2,4,23,3187,38,9,38,24.35,2
3,63,2,2,5,26.21,3678.29,39.64,10.71,39.5,27.54,14
3,63,2,2,6,22.28,3184.78,37.67,12.21,37.44,25.76,18
3,63,2,2,7,26.16,3352.96,38.16,10.96,37.92,26.17,50
3,63,2,2,8,26,3316.32,38.23,11.65,37.98,26.57,257
3,63,2,2,9,25.59,3428.54,38.95,11.47,38.79,26.03,1719
3,63,2,2,10,26.43,3454.07,38.98,11.82,38.9,23.4,40
3,63,2,2,99,22.83,3259.83,37.17,11.2,38,24.85,6
4,63,2,2,0,28,2835,33,12,34,31.3,1
4,63,2,2,1,28,3380,40,15,40,25.6,1
4,63,2,2,2,25.67,4357.33,41.67,11.33,39.33,25.63,3
4,63,2,2,3,25.6,3026.4,36.6,13.25,36.6,30.04,5
4,63,2,2,4,28,3612.5,39,11,39,34.07,3
4,63,2,2,5,32.33,3268.67,38,15,37.33,27.67,3
4,63,2,2,6,26.25,3356.05,38.9,13.15,38.25,23.3,20
4,63,2,2,7,27.35,3203.93,38.05,12.78,37.98,25.8,40
4,63,2,2,8,27.2,3388.48,38.32,11.75,38.34,26.25,225
4,63,2,2,9,27.49,3441.72,38.93,11.78,38.71,26.18,1394
4,63,2,2,10,27.39,3453.13,39.13,11.32,38.95,25.82,38
4,63,2,2,99,28.33,3628.67,39.33,11,39.33,23.67,3
5,63,2,2,1,27,4564,44,15,40,24.7,1
5,63,2,2,2,32,2600,39,10,39,21.5,1
5,63,2,2,3,24.5,3394,38,12,38,21.3,2
5,63,2,2,4,27,3439,37.33,12,37.67,39.13,3
5,63,2,2,5,25.5,3211.5,39,12.5,39.5,21.45,2
5,63,2,2,6,28.14,3114.43,35.43,9.57,35.71,29.97,7
5,63,2,2,7,30.75,3084.2,36.9,11.95,36.6,29.03,20
5,63,2,2,8,29.25,3371.31,38.05,12.18,38.08,25.98,61
5,63,2,2,9,29.65,3491.42,38.87,11.97,38.76,26.46,499
5,63,2,2,10,29.37,3734.79,39.37,12.63,39.05,25.18,19
6,63,2,2,1,31,4139,40,16,40,23.6,1
6,63,2,2,2,24,4800,42,12,42,23.8,1
6,63,2,2,3,31,930,30,10,30,26.6,1
6,63,2,2,4,33.5,3712.5,38.5,14,39,31.05,2
6,63,2,2,5,25,3332.67,39.67,13.33,39,28.2,3
6,63,2,2,6,31.92,3582.5,38.17,13.25,38.58,27.23,12
6,63,2,2,7,31.46,3150.54,37.62,12.04,37.31,25.26,26
6,63,2,2,8,31.83,3301.85,38.14,12.14,37.82,27.8,109
6,63,2,2,9,31.23,3505.95,38.85,12.55,38.73,25.71,1013
6,63,2,2,10,31.29,4125.07,39.5,12.36,39.29,26.86,14
7,63,2,2,4,36,3290,39.5,9.5,38.5,25.4,2
7,63,2,2,5,29.33,3501.33,37,14,37,23.77,3
7,63,2,2,6,32.75,2822,34.25,10.75,34.5,25.93,4
7,63,2,2,7,32.75,3185.42,37.83,11,37.5,28.27,12
7,63,2,2,8,32.76,3233.18,37.98,12.92,37.78,26.15,51
7,63,2,2,9,32.89,3454.03,38.71,13.1,38.66,25.71,453
7,63,2,2,10,33.29,3365,38.71,15.57,38.86,26.6,7
7,63,2,2,99,29,4394,41,12,41,26.6,1
8,63,2,2,7,33,2886.67,38,18,37,21.97,3
8,63,2,2,8,33.93,3232.14,37.93,12,38,24,14
8,63,2,2,9,33.7,3484.36,38.95,13.46,38.78,24.4,96
8,63,2,2,10,31.57,3281.57,40.14,12.29,38.14,23.99,7
8,63,2,2,99,30,4054,,0,,21.5,1
,63,2,2,1,27,429,24,0,21,35.1,1
,63,2,2,4,32,2790,37,11,37,19.9,1
,63,2,2,6,21,3830,38,14,39,20.9,1
,63,2,2,7,24,3281.33,37.33,15.5,39,20.23,3
,63,2,2,8,31.5,3298,39,14.25,38.5,27.95,4
,63,2,2,9,28.88,3524.02,39.43,11.98,39.08,26.03,49
,63,2,2,10,31,3330,46,5,40,23,1
1,64,2,2,6,25,1800,32,10,32,32.3,2
1,64,2,2,7,28,3021.57,37.14,7.86,37.29,26.2,7
1,64,2,2,8,25.76,3284.59,38.47,10.71,38.24,25.17,17
1,64,2,2,9,27.72,3485.53,39.26,10.45,38.89,25.97,85
1,64,2,2,10,22.5,3708,39.5,11.5,38,32.4,2
2,64,2,2,2,17,3590,38,14,38,23.8,1
2,64,2,2,3,20,3790,40,8,40,25.9,1
2,64,2,2,5,30.75,2884.25,37.5,7,37.25,27.75,4
2,64,2,2,6,22.14,2744.71,36,8.5,35.43,28.73,7
2,64,2,2,7,20.56,3198.78,38.89,9.88,38.44,27.37,9
2,64,2,2,8,25.23,3266.04,38.49,11.14,38.17,28.3,80
2,64,2,2,9,23.89,3388.85,38.96,10.68,38.81,26.12,600
2,64,2,2,10,22.5,3335.08,38,9.92,38.58,25.43,12
2,64,2,2,99,24.67,3141,38,13.5,38,31.5,3
3,64,2,2,0,23,3330,38,10,37,30.1,1
3,64,2,2,1,27,1839,39,10.67,33.5,26.97,3
3,64,2,2,3,27.5,3839.5,40,13.5,39,25.6,2
3,64,2,2,4,25.5,3577.5,37.5,9,37.5,23.45,2
3,64,2,2,5,25.67,3107.67,38.22,10.22,37.11,29.11,9
3,64,2,2,6,26.57,3718.14,38.29,11.29,37.43,28.08,14
3,64,2,2,7,24.81,3206.4,38.12,10.07,37.71,25.8,42
3,64,2,2,8,25.73,3340.75,38.44,11.05,38.37,26.96,241
3,64,2,2,9,25.77,3438.29,39.07,11.56,38.87,26.22,1633
3,64,2,2,10,24.85,3455.81,39.27,11.54,39,26.48,26
3,64,2,2,99,25.5,3091.83,37.83,6.6,37.5,28.62,6
4,64,2,2,0,19,3289,37,13,39,21.7,1
4,64,2,2,2,28.25,2826.75,38.25,13.25,37,31.7,4
4,64,2,2,3,27,3570,40,10,40,23,1
4,64,2,2,4,25.67,2023.67,30.67,9.67,31,28.57,3
4,64,2,2,5,28.25,2612,36.25,10.25,36.5,23.92,4
4,64,2,2,6,27.67,3268.33,37.25,11.08,37.92,26.79,12
4,64,2,2,7,29.03,3283.05,38.24,12.11,37.97,26.97,38
4,64,2,2,8,27.33,3339.16,38.34,11.76,38.29,26.58,169
4,64,2,2,9,27.41,3443.08,38.93,11.71,38.75,26.01,1278
4,64,2,2,10,28.73,3567.3,39.21,10.85,38.88,25.89,33
4,64,2,2,99,24.57,2912,37.14,12.29,37.14,27.79,7
5,64,2,2,2,31,3981,39,13,39,29.8,2
5,64,2,2,5,29,2297,33.8,10.2,33.8,25.5,5
5,64,2,2,6,28,3125,40,14,38,25.5,2
5,64,2,2,7,30.43,3445.43,39.93,12.21,39.36,28.76,14
5,64,2,2,8,29.8,3337.06,38.54,12.38,38.3,28.07,70
5,64,2,2,9,29.22,3498.46,38.73,12.16,38.65,26.51,443
5,64,2,2,10,28,3582.62,40,12.12,39.31,25.83,16
5,64,2,2,99,33,3182,40,10,40,27.4,1
6,64,2,2,2,32,3370,40,12,40,23.3,1
6,64,2,2,3,36,1320,31,0,31,32.9,1
6,64,2,2,4,35,3941,37,16,39,26.3,1
6,64,2,2,5,36,2965,35,12,36,19.7,2
6,64,2,2,6,31.29,3164.14,36.57,11.71,36.57,27.01,7
